Id,Attributes,
APP\TEN\005200, black,  Application
2015/5636/TC, black,  Application
Channing Junior School, blue,  Premise
APP\PREMISES-VARYDPS\003141, black,  Application
APP\PREMISES-VARY(T)\000498, black,  Application
APP\TEN\005418, black,  Application
The Sparkle Bar & Lounge, blue,  Premise
APP\PREMISES-VARYDPS\001703, black,  Application
APP\LATE-TEN\002046, black,  Application
APP\PREMISES-VARYDPS\001949, black,  Application
APP\PREMISES-VARY\000326, black,  Application
St Martins Tavern, blue,  Premise
APP\TEN\007840, black,  Application
APP\TEN\003686, black,  Application
APP\TEN\009589, black,  Application
APP\PREMISES-C-LIC\0082, black,  Application
APP\PERSONAL-CONV\000142, black,  Application
NOI\00145, black,  Application
APP\TEN\009963, black,  Application
NOI\00064, black,  Application
APP\LATE-TEN\001391, black,  Application
APP\PREMISES-VARYDPS\001851, black,  Application
APP\TEN\003832, black,  Application
APP\TEN\009096, black,  Application
APP\TEN\010998, black,  Application
2013/1407/TC, black,  Application
APP\TEN\004906, black,  Application
APP\PERSONAL-NEW\000400, black,  Application
APP\PREMISES-VARYDPS\002159, black,  Application
APP\PREMISES-TRANS\000464, black,  Application
APP\PREMISES-VARYDPS\003224, black,  Application
APP\PERSONAL-ADD\000087, black,  Application
APP\PREMISES-CONV\000360, black,  Application
APP\PREMISES-CONV\001069, black,  Application
APP\TEN\001964, black,  Application
APP\TEN\011490, black,  Application
APP\TEN\004528, black,  Application
Pitcher and Piano, blue,  Premise
APP\TEN\005233, black,  Application
APP\PREMISES-VARY(T)\000383, black,  Application
APP\LATE-TEN\001684, black,  Application
Hampstead Wines & Spirits, blue,  Premise
2010/3217/TC, black,  Application
APP\PREMISES-VARYDPS\000407, black,  Application
Sardo Canale Restaurant, blue,  Premise
APP\TEN\003692, black,  Application
APP\TEN\007316, black,  Application
APP\TEN\007694, black,  Application
APP\LATE-TEN\000376, black,  Application
APP\LATE-TEN\000105, black,  Application
APP\PREMISES-VARYDPS\004408, black,  Application
APP\TEN\013552, black,  Application
APP\LATE-TEN\001872, black,  Application
APP\LATE-TEN\000456, black,  Application
APP\TEN\007000, black,  Application
APP\PERSONAL-CONV\000531, black,  Application
APP\TEN\001988, black,  Application
APP\TEN\009426, black,  Application
LL094, blue,  Premise
APP\PERSONAL-CONV\000843, black,  Application
Daddy Donkey, blue,  Premise
APP\LATE-TEN\000275, black,  Application
APP\PERSONAL-NEW\000631, black,  Application
African Kitchen Gallery, blue,  Premise
APP\TEN\005829, black,  Application
43608, black,  Application
APP\PREMISES-SVARI\000025, black,  Application
APP\PREMISES-VARYDPS\002605, black,  Application
APP\PREMISES-VARYDPS\004479, black,  Application
APP\TEN\011074, black,  Application
APP\TEN\009562, black,  Application
46311, black,  Application
APP\TEN\005459, black,  Application
APP\PREMISES-VARYDPS\001202, black,  Application
APP\PERSONAL-CONV\000204, black,  Application
APP\PREMISES-C-LIC\0088, black,  Application
2015/2425/TC, black,  Application
APP\LATE-TEN\001144, black,  Application
Muang Thai Restaurant, blue,  Premise
APP\PREMISES-VARYDPS\001864, black,  Application
APP\PREMISES-VARYDPS\000294, black,  Application
APP\PREMISES-VARY(T)\000528, black,  Application
APP\TEN\002352, black,  Application
APP\PERSONAL-NEW\000113, black,  Application
APP\PERSONAL-NEW\002308, black,  Application
APP\TEN\008192, black,  Application
APP\PREMISES-CONV\001173, black,  Application
NOI\00106, black,  Application
APP\TEN\000119, black,  Application
129 Camden Mews, blue,  Premise
APP\PREMISES-NEW\000985, black,  Application
APP\PERSONAL-CONV\000834, black,  Application
APP\TEN\011974, black,  Application
APP\PERSONAL-NEW\000341, black,  Application
Assa Korean Restaurant, blue,  Premise
APP\PREMISES-VARYDPS\001493, black,  Application
Application Rejected after hearing, yellow,  Status
APP\TEN\004880, black,  Application
Eastnor Castle, blue,  Premise
APP\TEN\005325, black,  Application
APP\PREMISES-NEW\001358, black,  Application
APP\LATE-TEN\000245, black,  Application
APP\PERSONAL-NEW\002478, black,  Application
Eddies Fish Bar, blue,  Premise
Catalogue Shop, blue,  Premise
APP\PREMISES-NEW\001202, black,  Application
APP\PREMISES-VARYDPS\000931, black,  Application
APP\PREMISES-CONV\000779, black,  Application
APP\PREMISES-TRANS\001317, black,  Application
APP\PREMISES-VARYDPS\000052, black,  Application
APP\TEN\000291, black,  Application
2014/1619/TC, black,  Application
APP\PREMISES-CONV\000564, black,  Application
APP\PERSONAL-CONV\000597, black,  Application
APP\PERSONAL-NEW\001611, black,  Application
48024, black,  Application
APP\PREMISES-VARY\000019, black,  Application
APP\PREMISES-VARYDPS\000872, black,  Application
APP\PREMISES-MVARY\00392, black,  Application
APP\PERSONAL-ADD\000347, black,  Application
APP\PREMISES-NEW\001443, black,  Application
Smoking Goat, blue,  Premise
APP\TEN\002817, black,  Application
APP\PREMISES-TRANS\000240, black,  Application
APP\PREMISES-VARYDPS\001740, black,  Application
Salvador and Amanda Bloomsbury (Formely Traffic), blue,  Premise
APP\TEN\005238, black,  Application
APP\TEN\010522, black,  Application
APP\TEN\011019, black,  Application
APP\TEN\012643, black,  Application
APP\PREMISES-TRANS\001327, black,  Application
Cure & Cut, blue,  Premise
APP\PREMISES-VARYDPS\004393, black,  Application
APP\TEN\003440, black,  Application
APP\PERSONAL-NEW\001512, black,  Application
APP\TEN\011167, black,  Application
Hemstall Self Service, blue,  Premise
APP\PREMISES-NEW\000466, black,  Application
Sir John Soane's Museum, blue,  Premise
APP\LATE-TEN\000675, black,  Application
APP\TEN\011071, black,  Application
APP\TEN\005448, black,  Application
APP\PREMISES-CONV\000764, black,  Application
Missionery Association, blue,  Premise
APP\LATE-TEN\001584, black,  Application
APP\TEN\010001, black,  Application
APP\PERSONAL-NEW\001696, black,  Application
NOI\00298, black,  Application
APP\TEN\003364, black,  Application
2013/0754/TC, black,  Application
APP\PREMISES-NEW\000926, black,  Application
APP\PREMISES-TRANS\000118, black,  Application
APP\PERSONAL-NEW\003031, black,  Application
2013/6259/TC, black,  Application
APP\LATE-TEN\000942, black,  Application
APP\PERSONAL-NEW\000462, black,  Application
APP\PREMISES-VARYDPS\001318, black,  Application
APP\PREMISES-CONV\001024, black,  Application
APP\PERSONAL-NEW\001099, black,  Application
APP\TEN\009104, black,  Application
APP\PREMISES-CONV\000945, black,  Application
APP\PREMISES-VARYDPS\001606, black,  Application
NOI\00324, black,  Application
APP\TEN\011764, black,  Application
APP\PREMISES-CONV\000018, black,  Application
43589, black,  Application
APP\TEN\009251, black,  Application
APP\PREMISES-TRANS\001543, black,  Application
APP\TEN\012333, black,  Application
APP\LATE-TEN\000085, black,  Application
APP\PERSONAL-NEW\000539, black,  Application
APP\PREMISES-VARYDPS\001952, black,  Application
APP\TEN\009711, black,  Application
APP\TEN\004496, black,  Application
APP\PERSONAL-NEW\002634, black,  Application
APP\TEN\008379, black,  Application
APP\TEN\003131, black,  Application
APP\LATE-TEN\000232, black,  Application
APP\PREMISES-VARYDPS\000119, black,  Application
APP\LATE-TEN\000379, black,  Application
APP\PREMISES-VARYDPS\001129, black,  Application
APP\PERSONAL-NEW\001759, black,  Application
The Blue Lion, blue,  Premise
APP\TEN\000106, black,  Application
APP\PERSONAL-NEW\002383, black,  Application
Master Clean Dry Cleaners, blue,  Premise
APP\PERSONAL-ADD\000295, black,  Application
2014/4752/TC, black,  Application
Ladbrokes, blue,  Premise
APP\TEN\008902, black,  Application
APP\TEN\007963, black,  Application
APP\PREMISES-VARYDPS\002897, black,  Application
GGN\00196, black,  Application
55141, black,  Application
APP\TEN\003334, black,  Application
APP\TEN\012894, black,  Application
APP\PREMISES-MVARY\00356, black,  Application
APP\TEN\006979, black,  Application
APP\TEN\003288, black,  Application
QC10, blue,  Premise
APP\PERSONAL-NEW\000963, black,  Application
APP\PREMISES-VARY(T)\000256, black,  Application
APP\PREMISES-VARY\000119, black,  Application
APP\PREMISES-NEW\001705, black,  Application
APP\PREMISES-TRANS\000347, black,  Application
APP\TEN\010235, black,  Application
APP\PREMISES-REV\000112, black,  Application
Star Fish & Chips & Kebabs, blue,  Premise
APP\PERSONAL-CONV\001088, black,  Application
APP\PERSONAL-NEW\000967, black,  Application
APP\PREMISES-VARYDPS\001966, black,  Application
APP\LATE-TEN\001511, black,  Application
APP\TEN\006316, black,  Application
APP\PREMISES-LICOPY\0071, black,  Application
APP\PREMISES-NEW\000532, black,  Application
APP\PREMISES-NEW\000688, black,  Application
Palace Amusements, blue,  Premise
APP\TEN\010456, black,  Application
APP\TEN\007266, black,  Application
APP\PERSONAL-NEW\001374, black,  Application
APP\LATE-TEN\000238, black,  Application
APP\PREMISES-VARYDPS\001551, black,  Application
46287, black,  Application
APP\TEN\004387, black,  Application
APP\PERSONAL-NEW\002592, black,  Application
43583, black,  Application
APP\TEN\000986, black,  Application
APP\TEN\003724, black,  Application
APP\TEN\004408, black,  Application
APP\TEN\000202, black,  Application
APP\PREMISES-NEW\000797, black,  Application
2012/4339/TC, black,  Application
Sumsushi, blue,  Premise
45656, black,  Application
SSL-NEW\00024, black,  Application
Compagnie Des Vins Surnaturel, blue,  Premise
APP\TEN\012528, black,  Application
GGN\00126, black,  Application
APP\PREMISES-VARYDPS\001853, black,  Application
APP\TEN\010326, black,  Application
APP\TEN\013089, black,  Application
APP\TEN\000112, black,  Application
APP\LATE-TEN\002118, black,  Application
APP\TEN\000993, black,  Application
APP\PERSONAL-NEW\001717, black,  Application
APP\TEN\004650, black,  Application
APP\PREMISES-NEW\000223, black,  Application
NOI\00180, black,  Application
Calthorpe Arms, blue,  Premise
APP\PREMISES-C-LIC\0073, black,  Application
APP\TEN\009058, black,  Application
APP\PREMISES-NEW\001330, black,  Application
Greenland Newsagent / Convenience Store, blue,  Premise
APP\PREMISES-ITN\000007, black,  Application
APP\PREMISES-VARYDPS\004258, black,  Application
Peckwater Estate Tenant & R.A, blue,  Premise
46058, black,  Application
43986, black,  Application
APP\PERSONAL-NEW\002081, black,  Application
APP\PREMISES-VARY\000584, black,  Application
APP\PREMISES-VARY(T)\000216, black,  Application
APP\PREMISES-NEW\001785, black,  Application
APP\PERSONAL-NEW\000978, black,  Application
APP\PERSONAL-NEW\000869, black,  Application
APP\TEN\006658, black,  Application
APP\PREMISES-CONV\000485, black,  Application
APP\TEN\002952, black,  Application
APP\TEN\009630, black,  Application
APP\PREMISES-VARY\000899, black,  Application
APP\PREMISES-VARYDPS\000933, black,  Application
APP\PREMISES-NEW\000128, black,  Application
APP\TEN\007492, black,  Application
2015/6147/TC, black,  Application
APP\PREMISES-CONV\000138, black,  Application
APP\LATE-TEN\001672, black,  Application
APP\TEN\009962, black,  Application
APP\PREMISES-VARYDPS\003372, black,  Application
APP\LATE-TEN\000213, black,  Application
APP\PERSONAL-NEW\002890, black,  Application
APP\PREMISES-TRANS\000337, black,  Application
APP\TEN\001613, black,  Application
APP\TEN\005310, black,  Application
APP\TEN\004273, black,  Application
APP\TEN\008860, black,  Application
APP\PREMISES-VARYDPS\003086, black,  Application
APP\PERSONAL-ADD\000668, black,  Application
APP\PREMISES-VARY\000634, black,  Application
APP\TEN\002434, black,  Application
APP\PREMISES-CONV\001171, black,  Application
APP\PREMISES-VARY(T)\000318, black,  Application
APP\TEN\009356, black,  Application
APP\PERSONAL-NEW\000385, black,  Application
APP\PREMISES-C-LIC\0118, black,  Application
APP\PREMISES-VARYDPS\001304, black,  Application
2009/2744/TC, black,  Application
APP\TEN\006169, black,  Application
APP\PREMISES-CONV\000640, black,  Application
APP\TEN\002013, black,  Application
APP\PREMISES-TRANS\000384, black,  Application
APP\FILM-CLASS\00124, black,  Application
"Boat moored between Bridge 22, Roving Bridge and Lock 2", blue,  Premise
APP\PREMISES-NEW\000579, black,  Application
APP\TEN\000760, black,  Application
APP\TEN\002144, black,  Application
APP\LATE-TEN\000236, black,  Application
GGN\00148, black,  Application
APP\PERSONAL-NEW\000350, black,  Application
APP\PREMISES-VARYDPS\000812, black,  Application
APP\PERSONAL-CONV\000467, black,  Application
APP\TEN\011902, black,  Application
APP\TEN\007676, black,  Application
APP\TEN\007493, black,  Application
Application Withdrawn, yellow,  Status
APP\PREMISES-CONV\000222, black,  Application
APP\PREMISES-VARYDPS\003455, black,  Application
APP\PREMISES-MVARY\00388, black,  Application
APP\PREMISES-VARYDPS\000960, black,  Application
APP\PREMISES-NEW\000310, black,  Application
APP\PREMISES-NEW\000606, black,  Application
APP\TEN\011472, black,  Application
Franco Manca (formerly Chimichanga), blue,  Premise
APP\PERSONAL-NEW\001776, black,  Application
APP\PREMISES-VARYDPS\003762, black,  Application
APP\TEN\002213, black,  Application
APP\PREMISES-VARYDPS\003957, black,  Application
APP\PREMISES-CONV\000700, black,  Application
APP\TEN\004042, black,  Application
APP\PREMISES-VARYDPS\003453, black,  Application
APP\TEN\008499, black,  Application
APP\TEN\007979, black,  Application
FC25, blue,  Premise
APP\PERSONAL-ADD\000044, black,  Application
APP\PERSONAL-NEW\002703, black,  Application
APP\LATE-TEN\000237, black,  Application
TP1, blue,  Premise
APP\LATE-TEN\001365, black,  Application
APP\TEN\001494, black,  Application
2014/6720/TC, black,  Application
APP\TEN\011726, black,  Application
APP\PERSONAL-NEW\002692, black,  Application
APP\TEN\002884, black,  Application
o/s J D Wetherspoons, blue,  Premise
APP\TEN\005488, black,  Application
London Malay Festival, blue,  Premise
APP\TEN\006699, black,  Application
APP\PERSONAL-NEW\001935, black,  Application
Jenny Wren (Boat), blue,  Premise
APP\LATE-TEN\001884, black,  Application
LPGMP-CONV\00001, black,  Application
APP\PREMISES-VARYDPS\004030, black,  Application
APP\PERSONAL-NEW\001164, black,  Application
APP\TEN\001505, black,  Application
APP\TEN\004487, black,  Application
APP\TEN\002349, black,  Application
APP\PERSONAL-NEW\002238, black,  Application
APP\PREMISES-NEW\001621, black,  Application
APP\TEN\006459, black,  Application
APP\PREMISES-VARY(T)\000542, black,  Application
APP\PREMISES-VARYDPS\000158, black,  Application
APP\TEN\009407, black,  Application
SSL-RNW\00094, black,  Application
APP\TEN\005668, black,  Application
APP\TEN\005994, black,  Application
APP\TEN\012281, black,  Application
APP\TEN\011786, black,  Application
APP\PREMISES-VARYDPS\004013, black,  Application
APP\PREMISES-VARYDPS\002833, black,  Application
APP\PERSONAL-CONV\000061, black,  Application
APP\TEN\010466, black,  Application
Enrique Tomas Ltd, blue,  Premise
APP\PERSONAL-NEW\002164, black,  Application
APP\TEN\008608, black,  Application
Royal George, blue,  Premise
APP\TEN\010658, black,  Application
APP\PERSONAL-NEW\001612, black,  Application
"Zizzi, Unit 10", blue,  Premise
APP\TEN\007488, black,  Application
APP\TEN\005967, black,  Application
APP\PERSONAL-NEW\002548, black,  Application
APP\TEN\004315, black,  Application
APP\TEN\008056, black,  Application
45389, black,  Application
APP\TEN\002815, black,  Application
APP\TEN\011947, black,  Application
APP\PERSONAL-ADD\000387, black,  Application
APP\PREMISES-VARYDPS\000210, black,  Application
APP\TEN\009707, black,  Application
APP\TEN\001818, black,  Application
APP\PERSONAL-CONV\001061, black,  Application
APP\LATE-TEN\001945, black,  Application
APP\PREMISES-VARY\000319, black,  Application
APP\PREMISES-VARYDPS\001918, black,  Application
APP\PERSONAL-CONV\000634, black,  Application
APP\PERSONAL-CONV\000863, black,  Application
APP\LATE-TEN\000177, black,  Application
APP\PERSONAL-NEW\002237, black,  Application
2015/6167/TC, black,  Application
APP\PERSONAL-NEW\000116, black,  Application
APP\PREMISES-VARYDPS\000612, black,  Application
APP\LATE-TEN\002009, black,  Application
APP\PERSONAL-NEW\001201, black,  Application
APP\PREMISES-VARYDPS\002599, black,  Application
APP\PREMISES-TRANS\000748, black,  Application
CS108, blue,  Premise
APP\LATE-TEN\001007, black,  Application
APP\TEN\006818, black,  Application
APP\PERSONAL-NEW\002495, black,  Application
APP\PERSONAL-CONV\000857, black,  Application
APP\TEN\001641, black,  Application
APP\PERSONAL-CONV\000633, black,  Application
APP\PREMISES-MVARY\00201, black,  Application
School Of Oriental & African Studies, blue,  Premise
APP\PREMISES-TRANS\000918, black,  Application
APP\TEN\003086, black,  Application
APP\TEN\001340, black,  Application
APP\TEN\006034, black,  Application
APP\PERSONAL-CONV\000990, black,  Application
APP\PERSONAL-NEW\001724, black,  Application
APP\PREMISES-NEW\000913, black,  Application
APP\TEN\008454, black,  Application
APP\PREMISES-SVARI\000016, black,  Application
Early Bird Cafe, blue,  Premise
APP\TEN\005094, black,  Application
APP\PREMISES-C-DPS\0071, black,  Application
APP\TEN\001798, black,  Application
APP\PREMISES-VARY\000636, black,  Application
Edinboro Castle, blue,  Premise
2013/4004/TC, black,  Application
APP\PREMISES-MVARY\00610, black,  Application
Cafe Delancey, blue,  Premise
APP\TEN\008682, black,  Application
2011/2861/TC, black,  Application
SSL-NEW\00066, black,  Application
APP\TEN\013409, black,  Application
APP\TEN\011251, black,  Application
APP\PREMISES-VARYDPS\000989, black,  Application
Abbey Wines and Groceries, blue,  Premise
APP\PERSONAL-ADD\000490, black,  Application
Variety Club Children's Charity, blue,  Premise
2013/6050/TC, black,  Application
2014/3926/TC, black,  Application
APP\PREMISES-TRANS\001139, black,  Application
APP\PREMISES-TRANS\001046, black,  Application
APP\TEN\008081, black,  Application
APP\PREMISES-VARY\000673, black,  Application
Heals, blue,  Premise
APP\PREMISES-CONV\000827, black,  Application
APP\TEN\006475, black,  Application
APP\LATE-TEN\000060, black,  Application
APP\PREMISES-CONV\000587, black,  Application
APP\TEN\005140, black,  Application
APP\TEN\007621, black,  Application
APP\TEN\001229, black,  Application
APP\PREMISES-C-LIC\0177, black,  Application
APP\PREMISES-VARYDPS\003180, black,  Application
APP\TEN\003861, black,  Application
NOI\00019, black,  Application
2012/2532/TC, black,  Application
APP\TEN\004282, black,  Application
APP\PREMISES-VARYDPS\004297, black,  Application
APP\TEN\012041, black,  Application
APP\TEN\000884, black,  Application
APP\TEN\005080, black,  Application
Barclays Bank Plc, blue,  Premise
APP\TEN\011607, black,  Application
"Q, Unit 1, 29-33 Chalk Farm Road", blue,  Premise
APP\PERSONAL-NEW\002877, black,  Application
APP\PREMISES-VARYDPS\001283, black,  Application
APP\PREMISES-CONV\000731, black,  Application
APP\PREMISES-TRANS\000068, black,  Application
Cumberland Market Open Space, blue,  Premise
APP\LATE-TEN\000860, black,  Application
APP\TEN\001538, black,  Application
APP\TEN\003438, black,  Application
Kings Aquatics & Reptiles, blue,  Premise
APP\LATE-TEN\000577, black,  Application
APP\TEN\010229, black,  Application
APP\TEN\011132, black,  Application
APP\PERSONAL-CONV\000336, black,  Application
APP\PREMISES-VARYDPS\003767, black,  Application
NOI\00031, black,  Application
APP\LATE-TEN\000280, black,  Application
APP\TEN\007936, black,  Application
APP\PREMISES-VARY\000065, black,  Application
APP\PREMISES-VARYDPS\002624, black,  Application
APP\PERSONAL-NEW\000977, black,  Application
National Childbirth Trust, blue,  Premise
APP\PREMISES-C-LIC\0252, black,  Application
Age Concern Camden, blue,  Premise
APP\TEN\005985, black,  Application
APP\LATE-TEN\001774, black,  Application
APP\PREMISES-VARY\000093, black,  Application
Lobins Limited, blue,  Premise
APP\PREMISES-CONV\000504, black,  Application
APP\TEN\007871, black,  Application
GGN\00132, black,  Application
APP\PREMISES-TRANS\000970, black,  Application
APP\PREMISES-VARYDPS\002491, black,  Application
APP\PERSONAL-NEW\002820, black,  Application
APP\PREMISES-VARYDPS\002342, black,  Application
APP\TEN\010572, black,  Application
APP\TEN\011356, black,  Application
APP\PERSONAL-NEW\002310, black,  Application
LPGMP-NEW\00006, black,  Application
Mercure London Bloomsbury (formerly Waverley House Hotel), blue,  Premise
APP\TEN\001643, black,  Application
APP\PREMISES-VARY\000334, black,  Application
APP\TEN\004224, black,  Application
APP\LATE-TEN\001180, black,  Application
Jamon Jamon, blue,  Premise
APP\PERSONAL-ADD\000465, black,  Application
APP\TEN\001821, black,  Application
APP\TEN\006217, black,  Application
APP\TEN\011444, black,  Application
APP\PREMISES-VARY\000973, black,  Application
APP\PREMISES-VARYDPS\000976, black,  Application
APP\TEN\007349, black,  Application
APP\PERSONAL-CONV\000981, black,  Application
APP\TEN\011697, black,  Application
APP\TEN\000509, black,  Application
APP\PREMISES-VARYDPS\003229, black,  Application
APP\TEN\007773, black,  Application
APP\PREMISES-TRANS\001034, black,  Application
APP\LATE-TEN\000127, black,  Application
APP\PREMISES-VARYDPS\000985, black,  Application
APP\TEN\003935, black,  Application
APP\TEN\005934, black,  Application
APP\TEN\010052, black,  Application
APP\PREMISES-NEW\000538, black,  Application
46110, black,  Application
APP\PERSONAL-NEW\001298, black,  Application
NOI\00158, black,  Application
44486, black,  Application
APP\LATE-TEN\001593, black,  Application
APP\LATE-TEN\001000, black,  Application
APP\PREMISES-NEW\000241, black,  Application
APP\PERSONAL-CONV\000534, black,  Application
APP\TEN\004951, black,  Application
APP\PERSONAL-CONV\000543, black,  Application
New China Club, blue,  Premise
APP\TEN\001671, black,  Application
APP\PREMISES-VARYDPS\000184, black,  Application
APP\PREMISES-NEW\001737, black,  Application
APP\LATE-TEN\001126, black,  Application
APP\TEN\008145, black,  Application
APP\PERSONAL-NEW\002128, black,  Application
APP\TEN\012130, black,  Application
APP\TEN\013394, black,  Application
APP\PERSONAL-NEW\000032, black,  Application
APP\TEN\006279, black,  Application
Sfizio Caffe Ltd, blue,  Premise
APP\TEN\002904, black,  Application
Only Connect UK Ltd, blue,  Premise
APP\TEN\001377, black,  Application
SSL-RNW\00097, black,  Application
The Conduit Coffee House, blue,  Premise
APP\TEN\000448, black,  Application
APP\TEN\002580, black,  Application
APP\TEN\000508, black,  Application
APP\PREMISES-TRANS\001287, black,  Application
Swiss Cottage Library, blue,  Premise
APP\TEN\001300, black,  Application
APP\PERSONAL-CONV\000173, black,  Application
APP\PREMISES-VARYDPS\003055, black,  Application
Domino's  Pizza, blue,  Premise
APP\TEN\000068, black,  Application
APP\PREMISES-VARYDPS\004043, black,  Application
APP\PREMISES-MVARY\00256, black,  Application
APP\LATE-TEN\000017, black,  Application
APP\PERSONAL-NEW\001178, black,  Application
Angel, blue,  Premise
43252, black,  Application
APP\TEN\008339, black,  Application
APP\PREMISES-VARYDPS\003391, black,  Application
APP\TEN\012708, black,  Application
APP\TEN\006808, black,  Application
APP\TEN\013037, black,  Application
APP\PERSONAL-NEW\000156, black,  Application
APP\PREMISES-VARY(T)\000148, black,  Application
APP\PERSONAL-NEW\000754, black,  Application
APP\PREMISES-VARY\000710, black,  Application
APP\TEN\001513, black,  Application
APP\LATE-TEN\000601, black,  Application
APP\TEN\012298, black,  Application
APP\TEN\010616, black,  Application
43653, black,  Application
2012/5285/TC, black,  Application
Champagne Bar, blue,  Premise
APP\PREMISES-CONV\000404, black,  Application
APP\TEN\004312, black,  Application
APP\TEN\000327, black,  Application
APP\TEN\005021, black,  Application
NOI\00042, black,  Application
49667, black,  Application
APP\PREMISES-TRANS\001185, black,  Application
APP\PERSONAL-NEW\002002, black,  Application
APP\TEN\005587, black,  Application
APP\PREMISES-VARYDPS\000547, black,  Application
APP\PREMISES-VARY(T)\000497, black,  Application
APP\PREMISES-VARYDPS\001783, black,  Application
APP\PERSONAL-NEW\001170, black,  Application
APP\PREMISES-TRANS\000116, black,  Application
APP\PERSONAL-CONV\000104, black,  Application
APP\TEN\006033, black,  Application
APP\TEN\012575, black,  Application
APP\PREMISES-VARYDPS\000228, black,  Application
APP\LATE-TEN\000561, black,  Application
APP\PREMISES-NEW\000448, black,  Application
APP\PREMISES-VARYDPS\000439, black,  Application
APP\PERSONAL-NEW\001371, black,  Application
APP\TEN\000566, black,  Application
APP\TEN\000008, black,  Application
APP\PREMISES-VARYDPS\000250, black,  Application
APP\PREMISES-VARY\000661, black,  Application
APP\PREMISES-LICOPY\0148, black,  Application
APP\PREMISES-TRANS\000186, black,  Application
APP\PREMISES-VARYDPS\000955, black,  Application
APP\PERSONAL-CONV\000459, black,  Application
APP\PREMISES-VARYDPS\000192, black,  Application
APP\TEN\007272, black,  Application
APP\PERSONAL-NEW\000605, black,  Application
APP\PREMISES-NEW\001734, black,  Application
APP\PREMISES-VARYDPS\002311, black,  Application
APP\PREMISES-NEW\000490, black,  Application
APP\TEN\002643, black,  Application
APP\TEN\005881, black,  Application
APP\TEN\012945, black,  Application
NOI\00227, black,  Application
APP\PREMISES-TRANS\001372, black,  Application
APP\TEN\007482, black,  Application
APP\TEN\007757, black,  Application
APP\TEN\011811, black,  Application
APP\PREMISES-VARYDPS\003897, black,  Application
APP\TEN\003024, black,  Application
2011/1946/TC, black,  Application
APP\PREMISES-NEW\000125, black,  Application
APP\TEN\009056, black,  Application
APP\PREMISES-VARYDPS\004399, black,  Application
APP\PERSONAL-ADD\000840, black,  Application
APP\TEN\013060, black,  Application
APP\PREMISES-VARYDPS\001816, black,  Application
APP\PREMISES-TRANS\001126, black,  Application
APP\PREMISES-TRANS\000660, black,  Application
APP\TEN\004354, black,  Application
APP\PREMISES-TRANS\000442, black,  Application
APP\PREMISES-TRANS\001557, black,  Application
Mary's Living and Giving Shop, blue,  Premise
APP\PREMISES-VARYDPS\004049, black,  Application
APP\PERSONAL-ADD\000114, black,  Application
APP\TEN\008513, black,  Application
APP\PERSONAL-NEW\000952, black,  Application
APP\PREMISES-REV\000077, black,  Application
APP\PREMISES-VARYDPS\000064, black,  Application
APP\PREMISES-VARY(T)\000352, black,  Application
APP\LATE-TEN\001090, black,  Application
APP\TEN\001063, black,  Application
APP\PREMISES-VARYDPS\004249, black,  Application
APP\PERSONAL-NEW\000325, black,  Application
APP\PREMISES-VARYDPS\001110, black,  Application
APP\TEN\007177, black,  Application
APP\PERSONAL-NEW\000082, black,  Application
APP\TEN\008758, black,  Application
Bleeding Heart Restaurants, blue,  Premise
NOI\00039, black,  Application
APP\TEN\011043, black,  Application
APP\PERSONAL-ADD\000507, black,  Application
APP\PREMISES-VARYDPS\002366, black,  Application
APP\PREMISES-VARYDPS\001260, black,  Application
APP\TEN\010071, black,  Application
APP\TEN\008114, black,  Application
APP\PREMISES-VARYDPS\002512, black,  Application
APP\TEN\000280, black,  Application
APP\TEN\006598, black,  Application
"Drake and Morgan, Unit 3", blue,  Premise
Natural Care, blue,  Premise
APP\PERSONAL-NEW\001769, black,  Application
APP\PREMISES-VARYDPS\004344, black,  Application
APP\TEN\011029, black,  Application
APP\TEN\011840, black,  Application
Nona (formerly William Hill), blue,  Premise
APP\PREMISES-C-LIC\0115, black,  Application
APP\PERSONAL-CONV\000683, black,  Application
APP\PREMISES-VARYDPS\001064, black,  Application
APP\TEN\013378, black,  Application
APP\TEN\012709, black,  Application
APP\TEN\001761, black,  Application
APP\PERSONAL-CONV\000878, black,  Application
NOI\00162, black,  Application
APP\LATE-TEN\000274, black,  Application
APP\TEN\001545, black,  Application
APP\PERSONAL-NEW\000428, black,  Application
APP\TEN\009187, black,  Application
APP\LATE-TEN\000197, black,  Application
APP\TEN\002190, black,  Application
APP\TEN\003134, black,  Application
APP\TEN\003113, black,  Application
APP\TEN\008396, black,  Application
APP\PREMISES-MVARY\00429, black,  Application
SSL-NEW\00146, black,  Application
APP\PREMISES-LICOPY\0066, black,  Application
APP\PREMISES-VARYDPS\004052, black,  Application
APP\PREMISES-VARYDPS\003823, black,  Application
APP\PREMISES-VARYDPS\004404, black,  Application
Bourne & Hollingsworth, blue,  Premise
APP\PREMISES-CONV\000414, black,  Application
APP\PREMISES-NEW\000717, black,  Application
APP\TEN\008828, black,  Application
APP\PERSONAL-NEW\000643, black,  Application
APP\PREMISES-VARYDPS\000996, black,  Application
APP\PERSONAL-NEW\002610, black,  Application
APP\LATE-TEN\000687, black,  Application
44487, black,  Application
APP\PREMISES-VARYDPS\003681, black,  Application
APP\TEN\000983, black,  Application
APP\TEN\010789, black,  Application
2016/5462/TC, black,  Application
