Company Name,Company Number,Care Of,PO Box,Address Line 1,Address Line 2,Town,County,Country,Postcode,Company Category,Company Status,Country Of Origin,Incorporation Date,Dissolution Date,Account Reference Day,Account Reference Month,Accounts Next Due Date,Accounts Last Made Up To Date,Account Category,Returns Next Due Date,Returns Last Made Up To Date,Number Of Mortgage Charges,Number Of Outstanding Mortgage Charges,Number Of Part Satisfied Mortgage Charges,Number Of Satisfied Mortgage Charges,Standard Industrial Classification Code 1,Standard Industrial Classification Code 2,Standard Industrial Classification Code 3,Standard Industrial Classification Code 4,Number Of General Partners,Number Of Limited Partners,Unique Resource Identifier,Previous Names,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Last Uploaded,Organisation URI
ULTERIORS LIMITED,05364136,,,FLAT C,24 BARTHOLOMEW ROAD,LONDON,,ENGLAND,NW5 2AJ,Private Limited Company,Active,United Kingdom,14/02/2005,,31,3,31/12/2017,31/03/2016,TOTAL EXEMPTION SMALL,14/03/2017,14/02/2016,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id/company/05364136,ULTERIOR DESIGN LIMITED (18/08/2008); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529234,184647,-0.137681,51.545927,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.545927, -0.137681)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
FORTY GROVE PARK GARDENS MANAGEMENT COMPANY LIMITED,01051606,,,349 ROYAL COLLEGE STREET,,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,26/04/1972,,29,9,29/06/2017,29/09/2015,DORMANT,19/08/2016,22/07/2015,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/01051606,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
HARROWCOURT LIMITED,01706084,,,84 CAMDEN MEWS,,LONDON,,,NW1 9BX,Private Limited Company,Active,United Kingdom,14/03/1983,,31,3,31/12/2017,31/03/2016,DORMANT,13/01/2017,16/12/2015,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/01706084,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529718,184751,-0.130667,51.546751,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.546751, -0.130667)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
BREADTH LIMITED,10657501,,,25 RANDOLPH STREET,,LONDON,,UNITED KINGDOM,NW1 0SR,Private Limited Company,Active,United Kingdom,07/03/2017,,31,3,07/12/2018,,NO ACCOUNTS FILED,04/04/2018,,0,0,0,0,62012 - Business and domestic software development,62020 - Information technology consultancy activities,,,0,0,http://business.data.gov.uk/id/company/10657501,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529259,184165,-0.137498,51.54159,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.54159, -0.137498)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
OSKAR PINK (TWO) LTD,07517322,,,162 KENTISH TOWN ROAD,,LONDON,,,NW5 2AG,Private Limited Company,Active,United Kingdom,04/02/2011,,31,7,30/04/2018,31/07/2016,TOTAL EXEMPTION SMALL,04/03/2017,04/02/2016,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/07517322,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528973,184757,-0.141403,51.546976,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.546976, -0.141403)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
ZEBRA CURTAINS LIMITED,10259947,,,122 ST PANCRAS WAY,,LONDON,,UNITED KINGDOM,NW1 9NB,Private Limited Company,Active,United Kingdom,01/07/2016,,31,7,01/04/2018,,NO ACCOUNTS FILED,29/07/2017,,0,0,0,0,47190 - Other retail sale in non-specialised stores,,,,0,0,http://business.data.gov.uk/id/company/10259947,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529104,184411,-0.139641,51.543836,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543836, -0.139641)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
AGAR GROVE HOUSING LIMITED,02696720,,,FLAT 2,156 AGAR GROVE CAMDEN,LONDON,,,NW1 9TY,Private Limited Company,Active,United Kingdom,12/03/1992,,31,5,28/02/2018,31/05/2016,TOTAL EXEMPTION SMALL,05/08/2016,08/07/2015,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/02696720,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529939,184360,-0.127626,51.543187,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543187, -0.127626)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
NAREV COURT MANAGEMENT LIMITED,06371407,,,RINGLEY HOUSE,349 ROYAL COLLEGE STREET,CAMDEN TOWN,LONDON,,NW1 9QS,Private Limited Company,Active,United Kingdom,14/09/2007,,31,12,30/09/2017,31/12/2015,DORMANT,12/10/2016,14/09/2015,0,0,0,0,98100 - Undifferentiated goods-producing activities of private households for own use,,,,0,0,http://business.data.gov.uk/id/company/06371407,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
RP LEGAL CONSULTING LTD,09327367,,,31C BARTHOLOMEW ROAD,,LONDON,,,NW5 2AH,Private Limited Company,Active,United Kingdom,25/11/2014,,31,3,31/12/2017,31/03/2016,TOTAL EXEMPTION SMALL,23/12/2016,25/11/2015,0,0,0,0,69102 - Solicitors,,,,0,0,http://business.data.gov.uk/id/company/09327367,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529253,184615,-0.137419,51.545636,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.545636, -0.137419)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
REJAX SOLUTIONS LTD,10450861,,,33 ELM FRIARS WALK,,LONDON,,UNITED KINGDOM,NW1 9YP,Private Limited Company,Active,United Kingdom,28/10/2016,,31,10,28/07/2018,,NO ACCOUNTS FILED,25/11/2017,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10450861,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529967,184226,-0.127272,51.541976,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.541976, -0.127272)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
APULIA CAFE LTD,08416824,,,126 CAMDEN ROAD,,LONDON,,ENGLAND,NW1 9EE,Private Limited Company,Active,United Kingdom,25/02/2013,,28,2,30/11/2017,28/02/2016,DORMANT,25/03/2017,25/02/2016,0,0,0,0,56102 - Unlicensed restaurants and cafes,,,,0,0,http://business.data.gov.uk/id/company/08416824,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529236,184229,-0.137806,51.542171,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.542171, -0.137806)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
MABA FINANCIAL SERVICES LTD,06368269,,,"11 MURRAY STREET, CAMDEN",LONDON,GREATER LONDON,,,NW1 9RE,Private Limited Company,Active,United Kingdom,12/09/2007,,31,7,30/04/2018,31/07/2016,DORMANT,10/10/2016,12/09/2015,0,0,0,0,66220 - Activities of insurance agents and brokers,,,,0,0,http://business.data.gov.uk/id/company/06368269,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529608,184364,-0.132395,51.543299,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543299, -0.132395)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
THE REEDS (HAROLD WOOD) MANAGEMENT COMPANY LIMITED,05010434,,,"RINGLEY HOUSE, 349",ROYAL COLLEGE STREET,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,08/01/2004,,31,3,31/12/2017,31/03/2016,DORMANT,03/02/2017,06/01/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/05010434,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
14 CANTELOWES ROAD LIMITED,09177082,,,BASEMENT FLAT,14 CANTELOWES ROAD,LONDON,,,NW1 9XP,Private Limited Company,Active,United Kingdom,15/08/2014,,31,8,31/05/2017,31/08/2015,DORMANT,12/09/2016,15/08/2015,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/09177082,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529917,184437,-0.127914,51.543884,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543884, -0.127914)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
36 CANTELOWES ROAD LIMITED,04501015,,,FLAT 36B CANTELOWES ROAD,LONDON,,,,NW1 9XU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,01/08/2002,,31,8,31/05/2017,31/08/2015,TOTAL EXEMPTION SMALL,19/08/2016,22/07/2015,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/04501015,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529798,184584,-0.129575,51.545232,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.545232, -0.129575)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
IMPRESARIO MEDIA LLP,OC307840,,,52 LAWFORD ROAD,,LONDON,,,NW5 2LN,Limited Liability Partnership,Active,United Kingdom,01/05/2004,,31,3,31/12/2017,31/03/2016,TOTAL EXEMPTION SMALL,29/05/2017,01/05/2016,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OC307840,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529245,184688,-0.137507,51.546293,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.546293, -0.137507)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
LLOWARCH LTD,04807100,,,74 CAMDEN MEWS,,LONDON,,,NW1 9BX,Private Limited Company,Active,United Kingdom,23/06/2003,,30,6,31/03/2018,30/06/2016,TOTAL EXEMPTION SMALL,21/07/2017,23/06/2016,0,0,0,0,71111 - Architectural activities,,,,0,0,http://business.data.gov.uk/id/company/04807100,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529718,184751,-0.130667,51.546751,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.546751, -0.130667)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
CARMIKA PARTNERS LLP,OC401233,,,24 ROCHESTER MEWS,CAMDEN,LONDON,,,NW1 9JB,Limited Liability Partnership,Active,United Kingdom,11/08/2015,,31,3,31/12/2017,31/03/2016,TOTAL EXEMPTION FULL,08/09/2016,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OC401233,CONVEXITY PARTNERS LLP (03/11/2016); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529270,184410,-0.137249,51.543789,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543789, -0.137249)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
ZEROMIST LIMITED,01997798,,,RINGLEY HOUSE,349 ROYAL COLLEGE STREET,CAMDEN,LONDON,,NW1 9QS,Private Limited Company,Active,United Kingdom,10/03/1986,,31,5,28/02/2018,31/05/2016,TOTAL EXEMPTION SMALL,27/04/2017,30/03/2016,0,0,0,0,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id/company/01997798,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
EARL GREY PRODUCTIONS LTD,07641147,,,FLAT D 1 NORTH VILLAS,CAMDEN SQUARE,LONDON,,UNITED KINGDOM,NW1 9BJ,Private Limited Company,Active,United Kingdom,19/05/2011,,31,3,31/12/2017,31/03/2016,TOTAL EXEMPTION SMALL,16/06/2017,19/05/2016,0,0,0,0,90030 - Artistic creation,,,,0,0,http://business.data.gov.uk/id/company/07641147,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529725,184734,-0.130572,51.546597,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.546597, -0.130572)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
NAZILLI LIMITED,09308269,,,122 ST PANCRAS WAY,,LONDON,,,NW1 9NB,Private Limited Company,Active,United Kingdom,12/11/2014,,31,10,31/07/2017,31/10/2015,TOTAL EXEMPTION SMALL,10/12/2016,12/11/2015,0,0,0,0,56102 - Unlicensed restaurants and cafes,,,,0,0,http://business.data.gov.uk/id/company/09308269,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529104,184411,-0.139641,51.543836,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543836, -0.139641)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
1-9 WESTERN COURT RTM COMPANY LIMITED,06877539,RINGLEY CHARTERED SURVEYORS,,RINGLEY HOUSE,349 ROYAL COLLEGE STREET,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,15/04/2009,,31,12,30/09/2017,31/12/2015,DORMANT,12/05/2017,14/04/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/06877539,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
14 LEE HIGH ROAD RESIDENTS MANAGEMENT COMPANY LIMITED,08672563,,,C/O RINGLEY LIMITED RINGLEY HOUSE,349 ROYAL COLLEGE STREET,LONDON,,,NW1 9QS,Private Limited Company,Active,United Kingdom,02/09/2013,,30,9,30/06/2017,30/09/2015,DORMANT,30/09/2016,02/09/2015,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/08672563,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
GRACE DARLING HOUSE RTM COMPANY LIMITED,10229440,,,349 ROYAL COLLEGE STREET,,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,13/06/2016,,30,6,13/03/2018,,NO ACCOUNTS FILED,11/07/2017,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/10229440,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
EASYDECK LIMITED,09811117,,,"1A COBHAM MEWS, AGAR GROVE",,LONDON,,UNITED KINGDOM,NW1 9SB,Private Limited Company,Active,United Kingdom,06/10/2015,,31,10,06/07/2017,,NO ACCOUNTS FILED,03/11/2016,,0,0,0,0,16210 - Manufacture of veneer sheets and wood-based panels,25110 - Manufacture of metal structures and parts of structures,,,0,0,http://business.data.gov.uk/id/company/09811117,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529603,184358,-0.132469,51.543246,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543246, -0.132469)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
GOVEN ELECTRICS LTD,07180612,,,118 ST PANCRAS WAY,CAMDEN,LONDON,,,NW1 9NB,Private Limited Company,Active,United Kingdom,06/03/2010,,30,6,31/03/2018,30/06/2016,,03/04/2017,06/03/2016,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/07180612,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529104,184411,-0.139641,51.543836,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543836, -0.139641)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
JR WELDING LTD,10360858,,,104A ST. PANCRAS WAY,,LONDON,,ENGLAND,NW1 9NQ,Private Limited Company,Active,United Kingdom,06/09/2016,,30,9,06/06/2018,,NO ACCOUNTS FILED,04/10/2017,,0,0,0,0,28290 - Manufacture of other general-purpose machinery n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10360858,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529167,184392,-0.13874,51.543651,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543651, -0.13874)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
DAVID LAWLOR CONSULTANCY COACHING AND TRAINING LIMITED,06169233,,,23 STRATFORD VILLAS,CAMDEN TOWN,LONDON,,,NW1 9SE,Private Limited Company,Active,United Kingdom,19/03/2007,,31,3,31/12/2017,31/03/2016,TOTAL EXEMPTION SMALL,20/05/2017,22/04/2016,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/06169233,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529516,184372,-0.133718,51.543392,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543392, -0.133718)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
HARRIS COURT (DUNMOW) MANAGEMENT LIMITED,03909951,,,"RINGLEY HOUSE, 349",ROYAL COLLEGE STREET,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,19/01/2000,,31,3,31/12/2017,31/03/2016,DORMANT,15/02/2017,18/01/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/03909951,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
