,Origin-Destination,Premise,pathid,latitude,longitude,Received Date
121,Origin,Somerstown Coffee House,2015_Bunga Bunga (Fomerly The Drury Club Basement)_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
122,Destination,Sovereign,2015_Sovereign_Somerstown Coffee House,51.530415999999995,-0.141208,2015-07-14
123,Origin,Somerstown Coffee House,2015_Sovereign_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
124,Destination,Ape and Bird,2015_Ape and Bird_Somerstown Coffee House,51.513245,-0.12820299999999998,2015-07-14
125,Origin,Somerstown Coffee House,2015_Ape and Bird_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
126,Destination,Bobby's (formerly La Brocca),2015_Bobby's (formerly La Brocca)_Somerstown Coffee House,51.550391999999995,-0.19197899999999998,2015-06-11
127,Origin,Somerstown Coffee House,2015_Bobby's (formerly La Brocca)_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
128,Destination,Adventure Bar (previously Detroit),2015_Adventure Bar (previously Detroit)_Somerstown Coffee House,51.514056,-0.12601400000000001,2015-07-14
129,Origin,Somerstown Coffee House,2015_Adventure Bar (previously Detroit)_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
130,Destination,Delancey & Co,2015_Delancey & Co_Somerstown Coffee House,51.519855,-0.135379,2015-07-24
131,Origin,Somerstown Coffee House,2015_Delancey & Co_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
132,Destination,Cure & Cut,2015_Cure & Cut_Somerstown Coffee House,51.513596,-0.127317,2015-07-14
133,Origin,Somerstown Coffee House,2015_Cure & Cut_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
134,Destination,Golden Lion,2015_Golden Lion_Somerstown Coffee House,51.539006,-0.135735,2015-07-01
135,Origin,Somerstown Coffee House,2015_Golden Lion_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
136,Destination,Crown & Anchor,2015_Crown & Anchor_Somerstown Coffee House,51.514247999999995,-0.125254,2015-07-14
137,Origin,Somerstown Coffee House,2015_Crown & Anchor_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
138,Destination,Brasserie Blanc,2015_Brasserie Blanc_Somerstown Coffee House,51.518432000000004,-0.135121,2015-07-24
139,Origin,Somerstown Coffee House,2015_Brasserie Blanc_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
140,Destination,Barrica,2015_Barrica_Somerstown Coffee House,51.51935,-0.13703900000000002,2015-07-24
141,Origin,Somerstown Coffee House,2015_Barrica_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
142,Destination,Draft House,2015_Draft House_Somerstown Coffee House,51.519021,-0.135793,2015-07-24
143,Origin,Somerstown Coffee House,2015_Draft House_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
144,Destination,Homeslice Ltd,2015_Homeslice Ltd_Somerstown Coffee House,51.514446,-0.126545,2015-07-14
145,Origin,Somerstown Coffee House,2015_Homeslice Ltd_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
146,Destination,Cross Keys,2015_Cross Keys_Somerstown Coffee House,51.514406,-0.12488599999999998,2015-07-14
147,Origin,Somerstown Coffee House,2015_Cross Keys_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
148,Destination,Rossopomodoro,2015_Rossopomodoro_Somerstown Coffee House,51.513243,-0.127366,2015-07-14
149,Origin,Somerstown Coffee House,2015_Rossopomodoro_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
150,Destination,Flesh and Buns (previously Kitchen Italia),2015_Flesh and Buns (previously Kitchen Italia)_Somerstown Coffee House,51.514056,-0.12601400000000001,2015-07-14
151,Origin,Somerstown Coffee House,2015_Flesh and Buns (previously Kitchen Italia)_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
152,Destination,Souk Restaurant,2015_Souk Restaurant_Somerstown Coffee House,51.514446,-0.126545,2015-07-14
153,Origin,Somerstown Coffee House,2015_Souk Restaurant_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
154,Destination,Somerstown Coffee House,2015_Somerstown Coffee House_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
155,Origin,Somerstown Coffee House,2015_Somerstown Coffee House_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
156,Destination,Wildwood Kitchen (Cafe Pasta),2015_Wildwood Kitchen (Cafe Pasta)_Somerstown Coffee House,51.514962,-0.12751800000000002,2015-07-14
157,Origin,Somerstown Coffee House,2015_Wildwood Kitchen (Cafe Pasta)_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
158,Destination,The Victory,2015_The Victory_Somerstown Coffee House,51.529284000000004,-0.143999,2015-09-01
159,Origin,Somerstown Coffee House,2015_The Victory_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
160,Destination,Wheatsheaf,2015_Wheatsheaf_Somerstown Coffee House,51.51757,-0.132725,2015-07-08
161,Origin,Somerstown Coffee House,2015_Wheatsheaf_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
162,Destination,Be At One,2015_Be At One_Somerstown Coffee House,51.535494,-0.140296,2015-06-26
163,Origin,Somerstown Coffee House,2015_Be At One_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
164,Destination,Bunga Bunga (Formerly The Drury Club Ground Floor and Mezzanine),2015_Bunga Bunga (Formerly The Drury Club Ground Floor and Mezzanine)_Somerstown Coffee House,51.51578,-0.12225699999999999,2015-11-27
165,Origin,Somerstown Coffee House,2015_Bunga Bunga (Formerly The Drury Club Ground Floor and Mezzanine)_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
166,Destination,Bali Bali Restaurant,2015_Bali Bali Restaurant_Somerstown Coffee House,51.51386,-0.127887,2015-07-14
167,Origin,Somerstown Coffee House,2015_Bali Bali Restaurant_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
168,Destination,Mela,2015_Mela_Somerstown Coffee House,51.51386,-0.127887,2015-07-14
169,Origin,Somerstown Coffee House,2015_Mela_Somerstown Coffee House,51.529990000000005,-0.130767,2015-02-06
170,Destination,"Paramount (Floors 31, 32, 33)","2013_Paramount (Floors 31, 32, 33)_Bounce",51.516178000000004,-0.12926500000000002,2013-07-15
171,Origin,Bounce,"2013_Paramount (Floors 31, 32, 33)_Bounce",51.518529,-0.108519,2013-02-08
172,Destination,Intrepid Fox,2013_Intrepid Fox_Bounce,51.516045,-0.127443,2013-07-15
173,Origin,Bounce,2013_Intrepid Fox_Bounce,51.518529,-0.108519,2013-02-08
174,Destination,Senor Ceviche (formerly known as The Barnyard),2013_Senor Ceviche (formerly known as The Barnyard)_Bounce,51.518959,-0.134555,2013-07-08
175,Origin,Bounce,2013_Senor Ceviche (formerly known as The Barnyard)_Bounce,51.518529,-0.108519,2013-02-08
176,Destination,Elephants Head,2013_Elephants Head_Bounce,51.540541999999995,-0.14366199999999998,2013-06-02
177,Origin,Bounce,2013_Elephants Head_Bounce,51.518529,-0.108519,2013-02-08
178,Destination,Golden Lion,2013_Golden Lion_Bounce,51.539006,-0.135735,2013-08-01
179,Origin,Bounce,2013_Golden Lion_Bounce,51.518529,-0.108519,2013-02-08
