,Origin-Destination,Premise,pathid,latitude,longitude,Received Date
0,Destination,Sainsburys supermarkets Ltd,2014_Sainsburys supermarkets Ltd_Sainsburys supermarkets Ltd,51.523298,-0.12282,2014-06-17
1,Origin,Sainsburys supermarkets Ltd,2014_Sainsburys supermarkets Ltd_Sainsburys supermarkets Ltd,51.523298,-0.12282,2014-06-17
