,Origin-Destination,Premise,pathid,latitude,longitude,Received Date
718,Destination,Marks And Spencer Simply Food,2017_Marks And Spencer Simply Food_Calcutta Street ( formerly Club Fitzrovia),51.544343,-0.176536,2017-06-01
719,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Marks And Spencer Simply Food_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
720,Destination,Vine,2017_Vine_Calcutta Street ( formerly Club Fitzrovia),51.554836,-0.14468,2017-03-30
721,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Vine_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
722,Destination,Aldi,2017_Aldi_Calcutta Street ( formerly Club Fitzrovia),51.539895,-0.195959,2017-01-31
723,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Aldi_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
724,Destination,BIG APPLE HOT DOGS,2017_BIG APPLE HOT DOGS_Calcutta Street ( formerly Club Fitzrovia),51.529302,-0.13258499999999998,2017-04-28
725,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_BIG APPLE HOT DOGS_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
726,Destination,Restaurant 20-21 Warren Street (formerly Cafe Rive Gauche),2017_Restaurant 20-21 Warren Street (formerly Cafe Rive Gauche)_Calcutta Street ( formerly Club Fitzrovia),51.523559999999996,-0.139343,2017-03-23
727,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Restaurant 20-21 Warren Street (formerly Cafe Rive Gauche)_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
728,Destination,Champagne Bar,2017_Champagne Bar_Calcutta Street ( formerly Club Fitzrovia),51.530714,-0.12441600000000001,2017-10-04
729,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Champagne Bar_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
730,Destination,Mi Casa Burritos,2017_Mi Casa Burritos_Calcutta Street ( formerly Club Fitzrovia),51.529302,-0.13258499999999998,2017-03-01
731,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Mi Casa Burritos_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
732,Destination,Princess Louise,2017_Princess Louise_Calcutta Street ( formerly Club Fitzrovia),51.51712,-0.12208599999999999,2017-03-17
733,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Princess Louise_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
734,Destination,Central News and Wine,2017_Central News and Wine_Calcutta Street ( formerly Club Fitzrovia),51.516890999999994,-0.12531,2017-04-26
735,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Central News and Wine_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
736,Destination,Clockhouse,2017_Clockhouse_Calcutta Street ( formerly Club Fitzrovia),51.521044,-0.10923499999999998,2017-01-13
737,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Clockhouse_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
738,Destination,Chilango,2017_Chilango_Calcutta Street ( formerly Club Fitzrovia),51.518529,-0.108519,2017-09-03
739,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Chilango_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
740,Destination,Ambassadors in Bloomsbury,2017_Ambassadors in Bloomsbury_Calcutta Street ( formerly Club Fitzrovia),51.526845,-0.129579,2017-01-24
741,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Ambassadors in Bloomsbury_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
742,Destination,Crown,2017_Crown_Calcutta Street ( formerly Club Fitzrovia),51.516842,-0.126469,2017-04-27
743,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Crown_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
744,Destination,The Refinery,2017_The Refinery_Calcutta Street ( formerly Club Fitzrovia),51.525923,-0.13968699999999998,2017-04-14
745,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_The Refinery_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
746,Destination,Trattoria Monte Bianco,2017_Trattoria Monte Bianco_Calcutta Street ( formerly Club Fitzrovia),51.52301,-0.141308,2017-08-02
747,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Trattoria Monte Bianco_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
748,Destination,Wahaca,2017_Wahaca_Calcutta Street ( formerly Club Fitzrovia),51.550104,-0.140492,2017-01-23
749,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Wahaca_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
750,Destination,Tropicana Beach Club,2017_Tropicana Beach Club_Calcutta Street ( formerly Club Fitzrovia),51.51578,-0.12225699999999999,2017-02-03
751,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Tropicana Beach Club_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
752,Destination,Bill's (formerly Pitcher and Piano),2017_Bill's (formerly Pitcher and Piano)_Calcutta Street ( formerly Club Fitzrovia),51.515819,-0.118702,2017-01-27
753,Origin,Calcutta Street ( formerly Club Fitzrovia),2017_Bill's (formerly Pitcher and Piano)_Calcutta Street ( formerly Club Fitzrovia),51.519667,-0.136475,2017-01-02
754,Destination,Odeon Cinema,2013_Odeon Cinema_Giraffe Stop,51.539139,-0.14369500000000002,2013-09-25
755,Origin,Giraffe Stop,2013_Odeon Cinema_Giraffe Stop,51.531959,-0.12365,2013-01-02
756,Destination,Salvador and Amanda Bloomsbury (Formely Traffic),2013_Salvador and Amanda Bloomsbury (Formely Traffic)_Giraffe Stop,51.519286,-0.12206700000000001,2013-01-29
757,Origin,Giraffe Stop,2013_Salvador and Amanda Bloomsbury (Formely Traffic)_Giraffe Stop,51.531959,-0.12365,2013-01-02
758,Destination,The Jack Horner,2013_The Jack Horner_Giraffe Stop,51.51831,-0.131671,2013-06-02
759,Origin,Giraffe Stop,2013_The Jack Horner_Giraffe Stop,51.531959,-0.12365,2013-01-02
760,Destination,Regents Park and Primrose Hill,2013_Regents Park and Primrose Hill_Giraffe Stop,51.537681,-0.14920899999999998,2013-10-15
761,Origin,Giraffe Stop,2013_Regents Park and Primrose Hill_Giraffe Stop,51.531959,-0.12365,2013-01-02
762,Destination,280 Degrees African Restaurant and Bar (formerly Sabor Latino UK - Ground Floor Premises),2013_280 Degrees African Restaurant and Bar (formerly Sabor Latino UK - Ground Floor Premises)_Giraffe Stop,51.544173,-0.200406,2013-06-14
763,Origin,Giraffe Stop,2013_280 Degrees African Restaurant and Bar (formerly Sabor Latino UK - Ground Floor Premises)_Giraffe Stop,51.531959,-0.12365,2013-01-02
764,Destination,Lilly Langtree,2013_Lilly Langtree_Giraffe Stop,51.539832000000004,-0.188324,2013-01-11
765,Origin,Giraffe Stop,2013_Lilly Langtree_Giraffe Stop,51.531959,-0.12365,2013-01-02
766,Destination,The Dartmouth Arms,2013_The Dartmouth Arms_Giraffe Stop,51.558535,-0.143825,2013-06-20
767,Origin,Giraffe Stop,2013_The Dartmouth Arms_Giraffe Stop,51.531959,-0.12365,2013-01-02
768,Destination,Belushis Bar,2013_Belushis Bar_Giraffe Stop,51.536631,-0.14013499999999998,2013-10-17
769,Origin,Giraffe Stop,2013_Belushis Bar_Giraffe Stop,51.531959,-0.12365,2013-01-02
770,Destination,Booty Food & Wine,2013_Booty Food & Wine_Giraffe Stop,51.539688,-0.142772,2013-12-16
771,Origin,Giraffe Stop,2013_Booty Food & Wine_Giraffe Stop,51.531959,-0.12365,2013-01-02
772,Destination,Institute of Education Students Union,2013_Institute of Education Students Union_Giraffe Stop,51.523069,-0.128282,2013-03-10
773,Origin,Giraffe Stop,2013_Institute of Education Students Union_Giraffe Stop,51.531959,-0.12365,2013-01-02
774,Destination,Temptation Coffee Bar,2013_Temptation Coffee Bar_Giraffe Stop,51.543306,-0.132544,2013-09-05
775,Origin,Giraffe Stop,2013_Temptation Coffee Bar_Giraffe Stop,51.531959,-0.12365,2013-01-02
776,Destination,Victoria House,2013_Victoria House_Giraffe Stop,51.519286,-0.12206700000000001,2013-04-06
777,Origin,Giraffe Stop,2013_Victoria House_Giraffe Stop,51.531959,-0.12365,2013-01-02
778,Destination,The Junction Tavern,2013_The Junction Tavern_Giraffe Stop,51.555029,-0.14012,2013-06-02
779,Origin,Giraffe Stop,2013_The Junction Tavern_Giraffe Stop,51.531959,-0.12365,2013-01-02
780,Destination,Duke of Grafton (previously Britannia),2013_Duke of Grafton (previously Britannia)_Giraffe Stop,51.529302,-0.13258499999999998,2013-05-24
781,Origin,Giraffe Stop,2013_Duke of Grafton (previously Britannia)_Giraffe Stop,51.531959,-0.12365,2013-01-02
782,Destination,Yo Sushi,2013_Yo Sushi_Giraffe Stop,51.540754,-0.145258,2013-01-07
783,Origin,Giraffe Stop,2013_Yo Sushi_Giraffe Stop,51.531959,-0.12365,2013-01-02
784,Destination,Draft House,2013_Draft House_Giraffe Stop,51.519021,-0.135793,2013-06-24
785,Origin,Giraffe Stop,2013_Draft House_Giraffe Stop,51.531959,-0.12365,2013-01-02
786,Destination,Sainsbury's Supermarkets Ltd,2013_Sainsbury's Supermarkets Ltd_Giraffe Stop,51.535228000000004,-0.14816,2013-03-09
787,Origin,Giraffe Stop,2013_Sainsbury's Supermarkets Ltd_Giraffe Stop,51.531959,-0.12365,2013-01-02
788,Destination,Sway,2013_Sway_Giraffe Stop,51.515423,-0.12044400000000001,2013-01-14
789,Origin,Giraffe Stop,2013_Sway_Giraffe Stop,51.531959,-0.12365,2013-01-02
790,Destination,The Beaten Docket,2013_The Beaten Docket_Giraffe Stop,51.553591,-0.211394,2013-06-18
791,Origin,Giraffe Stop,2013_The Beaten Docket_Giraffe Stop,51.531959,-0.12365,2013-01-02
792,Destination,Sainsbury's,2013_Sainsbury's_Giraffe Stop,51.519286,-0.191104,2013-10-04
793,Origin,Giraffe Stop,2013_Sainsbury's_Giraffe Stop,51.531959,-0.12365,2013-01-02
794,Destination,Delancey Stores,2013_Delancey Stores_Giraffe Stop,51.536446000000005,-0.143092,2013-04-22
795,Origin,Giraffe Stop,2013_Delancey Stores_Giraffe Stop,51.531959,-0.12365,2013-01-02
796,Destination,Bunga Bunga (Fomerly The Drury Club Basement),2013_Bunga Bunga (Fomerly The Drury Club Basement)_Giraffe Stop,51.51578,-0.12225699999999999,2013-03-19
797,Origin,Giraffe Stop,2013_Bunga Bunga (Fomerly The Drury Club Basement)_Giraffe Stop,51.531959,-0.12365,2013-01-02
798,Destination,Lansdowne,2013_Lansdowne_Giraffe Stop,51.541759000000006,-0.153998,2013-01-16
799,Origin,Giraffe Stop,2013_Lansdowne_Giraffe Stop,51.531959,-0.12365,2013-01-02
800,Destination,Sam's Supermarket,2013_Sam's Supermarket_Giraffe Stop,51.541989,-0.129177,2013-12-16
801,Origin,Giraffe Stop,2013_Sam's Supermarket_Giraffe Stop,51.531959,-0.12365,2013-01-02
802,Destination,Rosewood London (formerly Chancery Court Hotel),2013_Rosewood London (formerly Chancery Court Hotel)_Giraffe Stop,51.517503000000005,-0.117704,2013-03-27
803,Origin,Giraffe Stop,2013_Rosewood London (formerly Chancery Court Hotel)_Giraffe Stop,51.531959,-0.12365,2013-01-02
804,Destination,Marks and Spencer,2013_Marks and Spencer_Giraffe Stop,51.519513,-0.133795,2013-02-05
805,Origin,Giraffe Stop,2013_Marks and Spencer_Giraffe Stop,51.531959,-0.12365,2013-01-02
