,Origin-Destination,Premise,pathid,latitude,longitude,Received Date
91,Origin,Bull And Last,2012_Camden Food Co_Bull And Last,51.559104999999995,-0.148742,2012-01-12
92,Destination,"The Honourable Society of Gray's Inn, The Walks","2012_The Honourable Society of Gray's Inn, The Walks_Bull And Last",51.519599,-0.11175399999999999,2012-02-03
93,Origin,Bull And Last,"2012_The Honourable Society of Gray's Inn, The Walks_Bull And Last",51.559104999999995,-0.148742,2012-01-12
94,Destination,Caffe Ritazza,2012_Caffe Ritazza_Bull And Last,51.527829,-0.132573,2012-01-20
95,Origin,Bull And Last,2012_Caffe Ritazza_Bull And Last,51.559104999999995,-0.148742,2012-01-12
96,Destination,Sainsburys,2012_Sainsburys_Bull And Last,51.54053,-0.140895,2012-11-23
97,Origin,Bull And Last,2012_Sainsburys_Bull And Last,51.559104999999995,-0.148742,2012-01-12
98,Destination,Black Cap,2014_Black Cap_The Parcel Yard,51.538247,-0.142543,2014-10-16
99,Origin,The Parcel Yard,2014_Black Cap_The Parcel Yard,51.531959,-0.12365,2014-02-01
100,Destination,Zizzi Restaurant,2014_Zizzi Restaurant_The Parcel Yard,51.519021,-0.135793,2014-11-24
101,Origin,The Parcel Yard,2014_Zizzi Restaurant_The Parcel Yard,51.531959,-0.12365,2014-02-01
102,Destination,Hotel President,2014_Hotel President_The Parcel Yard,51.521776,-0.12359300000000001,2014-07-24
103,Origin,The Parcel Yard,2014_Hotel President_The Parcel Yard,51.531959,-0.12365,2014-02-01
104,Destination,St Martin's Theatre,2014_St Martin's Theatre_The Parcel Yard,51.512865000000005,-0.127574,2014-10-21
105,Origin,The Parcel Yard,2014_St Martin's Theatre_The Parcel Yard,51.531959,-0.12365,2014-02-01
106,Destination,Ambassadors Theatre,2014_Ambassadors Theatre_The Parcel Yard,51.513245,-0.12820299999999998,2014-10-22
107,Origin,The Parcel Yard,2014_Ambassadors Theatre_The Parcel Yard,51.531959,-0.12365,2014-02-01
108,Destination,The Bedford Hotel,2014_The Bedford Hotel_The Parcel Yard,51.520474,-0.12375,2014-04-04
109,Origin,The Parcel Yard,2014_The Bedford Hotel_The Parcel Yard,51.531959,-0.12365,2014-02-01
110,Destination,The Parcel Yard,2014_The Parcel Yard_The Parcel Yard,51.531959,-0.12365,2014-02-01
111,Origin,The Parcel Yard,2014_The Parcel Yard_The Parcel Yard,51.531959,-0.12365,2014-02-01
112,Destination,Sir John Oldcastle,2014_Sir John Oldcastle_The Parcel Yard,51.520437,-0.106431,2014-02-12
113,Origin,The Parcel Yard,2014_Sir John Oldcastle_The Parcel Yard,51.531959,-0.12365,2014-02-01
114,Destination,Shakespeares Head,2014_Shakespeares Head_The Parcel Yard,51.517002000000005,-0.11943599999999999,2014-02-12
115,Origin,The Parcel Yard,2014_Shakespeares Head_The Parcel Yard,51.531959,-0.12365,2014-02-01
116,Destination,Jing Jun Ge Chinese Restaurant,2014_Jing Jun Ge Chinese Restaurant_The Parcel Yard,51.549141999999996,-0.18245899999999998,2014-03-02
117,Origin,The Parcel Yard,2014_Jing Jun Ge Chinese Restaurant_The Parcel Yard,51.531959,-0.12365,2014-02-01
118,Destination,Imperial Hotel,2014_Imperial Hotel_The Parcel Yard,51.521776,-0.12359300000000001,2014-04-04
119,Origin,The Parcel Yard,2014_Imperial Hotel_The Parcel Yard,51.531959,-0.12365,2014-02-01
120,Destination,Gigs Restaurant,2011_Gigs Restaurant_Gigs Restaurant,51.520725,-0.135272,2011-11-03
121,Origin,Gigs Restaurant,2011_Gigs Restaurant_Gigs Restaurant,51.520725,-0.135272,2011-11-03
