,Origin-Destination,Premise,pathid,latitude,longitude,Received Date
3269,Origin,Fifty Five Bar and Lounge,2017_St Luke's Church_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3270,Destination,Royal National Hotel,2017_Royal National Hotel_Fifty Five Bar and Lounge,51.523588000000004,-0.12746500000000002,2017-04-04
3271,Origin,Fifty Five Bar and Lounge,2017_Royal National Hotel_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3272,Destination,Prince Albert,2017_Prince Albert_Fifty Five Bar and Lounge,51.540099,-0.137417,2017-10-04
3273,Origin,Fifty Five Bar and Lounge,2017_Prince Albert_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3274,Destination,Atrium,2017_Atrium_Fifty Five Bar and Lounge,51.542256,-0.14816,2017-03-03
3275,Origin,Fifty Five Bar and Lounge,2017_Atrium_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3276,Destination,Grand Union (Camden),2017_Grand Union (Camden)_Fifty Five Bar and Lounge,51.541578,-0.13784200000000002,2017-01-17
3277,Origin,Fifty Five Bar and Lounge,2017_Grand Union (Camden)_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3278,Destination,Eleanor Primary School,2017_Eleanor Primary School_Fifty Five Bar and Lounge,51.554839,-0.138987,2017-04-01
3279,Origin,Fifty Five Bar and Lounge,2017_Eleanor Primary School_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3280,Destination,Centro 3,2017_Centro 3_Fifty Five Bar and Lounge,51.537749,-0.137032,2017-04-19
3281,Origin,Fifty Five Bar and Lounge,2017_Centro 3_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3282,Destination,Lord John Russell,2017_Lord John Russell_Fifty Five Bar and Lounge,51.525959,-0.126467,2017-06-03
3283,Origin,Fifty Five Bar and Lounge,2017_Lord John Russell_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3284,Destination,Belushis Bar,2017_Belushis Bar_Fifty Five Bar and Lounge,51.536631,-0.14013499999999998,2017-06-01
3285,Origin,Fifty Five Bar and Lounge,2017_Belushis Bar_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3286,Destination,St Stephen's,2017_St Stephen's_Fifty Five Bar and Lounge,51.553189,-0.168403,2017-04-19
3287,Origin,Fifty Five Bar and Lounge,2017_St Stephen's_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3288,Destination,University College School,2017_University College School_Fifty Five Bar and Lounge,51.553385999999996,-0.180977,2017-02-04
3289,Origin,Fifty Five Bar and Lounge,2017_University College School_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3290,Destination,YMCA,2017_YMCA_Fifty Five Bar and Lounge,51.517452,-0.130432,2017-01-03
3291,Origin,Fifty Five Bar and Lounge,2017_YMCA_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3292,Destination,The Railway,2017_The Railway_Fifty Five Bar and Lounge,51.546124,-0.19050799999999998,2017-03-29
3293,Origin,Fifty Five Bar and Lounge,2017_The Railway_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3294,Destination,The Water Rats,2017_The Water Rats_Fifty Five Bar and Lounge,51.529164,-0.118967,2017-01-03
3295,Origin,Fifty Five Bar and Lounge,2017_The Water Rats_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3296,Destination,Chalcot Square,2017_Chalcot Square_Fifty Five Bar and Lounge,51.540690999999995,-0.156364,2017-08-05
3297,Origin,Fifty Five Bar and Lounge,2017_Chalcot Square_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3298,Destination,Made in Brasil Boteco (formerly Coco Bamboo),2017_Made in Brasil Boteco (formerly Coco Bamboo)_Fifty Five Bar and Lounge,51.54314,-0.148383,2017-04-02
3299,Origin,Fifty Five Bar and Lounge,2017_Made in Brasil Boteco (formerly Coco Bamboo)_Fifty Five Bar and Lounge,51.540046000000004,-0.145992,2017-01-01
3300,Destination,The Monarch,2017_The Monarch_Fifty Five Bar and Lounge,51.54314,-0.148383,2017-01-18
