,Origin-Destination,Premise,pathid,latitude,longitude,Received Date
129,Origin,New Market Inn,2012_Bar Gansa_New Market Inn,51.543074,-0.126691,2012-01-07
130,Destination,St Pancras Parish Church,2012_St Pancras Parish Church_New Market Inn,51.52721,-0.13001500000000002,2012-11-23
131,Origin,New Market Inn,2012_St Pancras Parish Church_New Market Inn,51.543074,-0.126691,2012-01-07
132,Destination,Fleet River Bakery,2012_Fleet River Bakery_New Market Inn,51.51668,-0.119209,2012-11-28
133,Origin,New Market Inn,2012_Fleet River Bakery_New Market Inn,51.543074,-0.126691,2012-01-07
134,Destination,Elementree,2012_Elementree_New Market Inn,51.555443,-0.212655,2012-10-25
135,Origin,New Market Inn,2012_Elementree_New Market Inn,51.543074,-0.126691,2012-01-07
136,Destination,Camden Assembly,2012_Camden Assembly_New Market Inn,51.542882,-0.14976099999999998,2012-05-12
137,Origin,New Market Inn,2012_Camden Assembly_New Market Inn,51.543074,-0.126691,2012-01-07
138,Destination,Lincoln Inn Fields - Barristers Chambers,2012_Lincoln Inn Fields - Barristers Chambers_New Market Inn,51.515819,-0.118702,2012-03-12
139,Origin,New Market Inn,2012_Lincoln Inn Fields - Barristers Chambers_New Market Inn,51.543074,-0.126691,2012-01-07
140,Destination,White Hart,2012_White Hart_New Market Inn,51.516312,-0.123688,2012-12-12
141,Origin,New Market Inn,2012_White Hart_New Market Inn,51.543074,-0.126691,2012-01-07
142,Destination,Freemasons Arms,2012_Freemasons Arms_New Market Inn,51.557165999999995,-0.169192,2012-08-14
143,Origin,New Market Inn,2012_Freemasons Arms_New Market Inn,51.543074,-0.126691,2012-01-07
144,Destination,Kajima Centre,2012_Kajima Centre_New Market Inn,51.545084,-0.15376900000000002,2012-05-12
145,Origin,New Market Inn,2012_Kajima Centre_New Market Inn,51.543074,-0.126691,2012-01-07
146,Destination,Piazza,2012_Piazza_New Market Inn,51.516045,-0.127443,2012-07-19
147,Origin,New Market Inn,2012_Piazza_New Market Inn,51.543074,-0.126691,2012-01-07
148,Destination,Edinboro Castle,2012_Edinboro Castle_New Market Inn,51.536087,-0.14494,2012-12-13
149,Origin,New Market Inn,2012_Edinboro Castle_New Market Inn,51.543074,-0.126691,2012-01-07
150,Destination,Co-Operative Group Food Limited,2012_Co-Operative Group Food Limited_New Market Inn,51.549255,-0.140701,2012-07-16
151,Origin,New Market Inn,2012_Co-Operative Group Food Limited_New Market Inn,51.543074,-0.126691,2012-01-07
152,Destination,Olivers Village Cafe,2012_Olivers Village Cafe_New Market Inn,51.548344,-0.1727,2012-09-07
153,Origin,New Market Inn,2012_Olivers Village Cafe_New Market Inn,51.543074,-0.126691,2012-01-07
154,Destination,Sway (Club Area),2012_Sway (Club Area)_New Market Inn,51.515423,-0.12044400000000001,2012-05-21
155,Origin,New Market Inn,2012_Sway (Club Area)_New Market Inn,51.543074,-0.126691,2012-01-07
156,Destination,Antalya Turkish Cuisine,2012_Antalya Turkish Cuisine_New Market Inn,51.520227,-0.12197000000000001,2012-08-29
157,Origin,New Market Inn,2012_Antalya Turkish Cuisine_New Market Inn,51.543074,-0.126691,2012-01-07
158,Destination,Hawley Arms,2012_Hawley Arms_New Market Inn,51.541961,-0.145297,2012-01-08
159,Origin,New Market Inn,2012_Hawley Arms_New Market Inn,51.543074,-0.126691,2012-01-07
160,Destination,Fiddlers Elbow,2012_Fiddlers Elbow_New Market Inn,51.546079999999996,-0.151116,2012-05-11
161,Origin,New Market Inn,2012_Fiddlers Elbow_New Market Inn,51.543074,-0.126691,2012-01-07
162,Destination,Andrews Restaurant,2012_Andrews Restaurant_New Market Inn,51.522283,-0.113346,2012-04-10
163,Origin,New Market Inn,2012_Andrews Restaurant_New Market Inn,51.543074,-0.126691,2012-01-07
164,Destination,The Adelaide,2012_The Adelaide_New Market Inn,51.543134,-0.164908,2012-08-21
165,Origin,New Market Inn,2012_The Adelaide_New Market Inn,51.543074,-0.126691,2012-01-07
166,Destination,The Oxford Pub,2012_The Oxford Pub_New Market Inn,51.550104,-0.140492,2012-01-08
167,Origin,New Market Inn,2012_The Oxford Pub_New Market Inn,51.543074,-0.126691,2012-01-07
168,Destination,Dannyboyz Catering Company,2012_Dannyboyz Catering Company_New Market Inn,51.521384999999995,-0.11891600000000001,2012-11-21
169,Origin,New Market Inn,2012_Dannyboyz Catering Company_New Market Inn,51.543074,-0.126691,2012-01-07
170,Destination,85 Swains Lane,2012_85 Swains Lane_New Market Inn,51.568507000000004,-0.14737999999999998,2012-11-26
171,Origin,New Market Inn,2012_85 Swains Lane_New Market Inn,51.543074,-0.126691,2012-01-07
172,Destination,Jenny Wood Nature Reserve,2012_Jenny Wood Nature Reserve_New Market Inn,51.55144,-0.20276,2012-07-31
173,Origin,New Market Inn,2012_Jenny Wood Nature Reserve_New Market Inn,51.543074,-0.126691,2012-01-07
174,Destination,Made in Brasil Boteco (formerly Coco Bamboo),2012_Made in Brasil Boteco (formerly Coco Bamboo)_New Market Inn,51.54314,-0.148383,2012-12-19
175,Origin,New Market Inn,2012_Made in Brasil Boteco (formerly Coco Bamboo)_New Market Inn,51.543074,-0.126691,2012-01-07
176,Destination,Flask,2012_Flask_New Market Inn,51.556693,-0.176761,2012-11-06
177,Origin,New Market Inn,2012_Flask_New Market Inn,51.543074,-0.126691,2012-01-07
178,Destination,St Eugene de Mazenod Primary School,2012_St Eugene de Mazenod Primary School_New Market Inn,51.540984,-0.19375599999999998,2012-08-10
179,Origin,New Market Inn,2012_St Eugene de Mazenod Primary School_New Market Inn,51.543074,-0.126691,2012-01-07
180,Destination,40 Store Street,2012_40 Store Street_New Market Inn,51.520101000000004,-0.129801,2012-11-29
181,Origin,New Market Inn,2012_40 Store Street_New Market Inn,51.543074,-0.126691,2012-01-07
182,Destination,Students Union Venue at the University of the Arts,2012_Students Union Venue at the University of the Arts_New Market Inn,51.517590999999996,-0.115452,2012-09-13
183,Origin,New Market Inn,2012_Students Union Venue at the University of the Arts_New Market Inn,51.543074,-0.126691,2012-01-07
184,Destination,Holborn House,2012_Holborn House_New Market Inn,51.517503000000005,-0.117704,2012-07-06
185,Origin,New Market Inn,2012_Holborn House_New Market Inn,51.543074,-0.126691,2012-01-07
186,Destination,Kentish Town Health Centre,2012_Kentish Town Health Centre_New Market Inn,51.546316,-0.139963,2012-06-21
187,Origin,New Market Inn,2012_Kentish Town Health Centre_New Market Inn,51.543074,-0.126691,2012-01-07
188,Destination,Sourced Market Unit 28,2012_Sourced Market Unit 28_New Market Inn,51.531775,-0.126577,2012-07-13
189,Origin,New Market Inn,2012_Sourced Market Unit 28_New Market Inn,51.543074,-0.126691,2012-01-07
190,Destination,SALT,2012_SALT_New Market Inn,51.550391999999995,-0.19197899999999998,2012-05-21
191,Origin,New Market Inn,2012_SALT_New Market Inn,51.543074,-0.126691,2012-01-07
192,Destination,Parish Church of St John,2012_Parish Church of St John_New Market Inn,51.555884000000006,-0.16938599999999998,2012-09-10
193,Origin,New Market Inn,2012_Parish Church of St John_New Market Inn,51.543074,-0.126691,2012-01-07
194,Destination,Bar Solo/Undersolo,2012_Bar Solo/Undersolo_New Market Inn,51.540039,-0.14449700000000001,2012-08-16
195,Origin,New Market Inn,2012_Bar Solo/Undersolo_New Market Inn,51.543074,-0.126691,2012-01-07
196,Destination,Griffin,2012_Griffin_New Market Inn,51.521334,-0.112046,2012-10-15
197,Origin,New Market Inn,2012_Griffin_New Market Inn,51.543074,-0.126691,2012-01-07
198,Destination,Victoria House,2012_Victoria House_New Market Inn,51.519286,-0.12206700000000001,2012-07-18
199,Origin,New Market Inn,2012_Victoria House_New Market Inn,51.543074,-0.126691,2012-01-07
200,Destination,CASA TUA,2012_CASA TUA_New Market Inn,51.52749,-0.123261,2012-12-12
201,Origin,New Market Inn,2012_CASA TUA_New Market Inn,51.543074,-0.126691,2012-01-07
202,Destination,"Proud  Camden, The Horse Hospital","2012_Proud  Camden, The Horse Hospital_New Market Inn",51.542256,-0.14816,2012-08-13
203,Origin,New Market Inn,"2012_Proud  Camden, The Horse Hospital_New Market Inn",51.543074,-0.126691,2012-01-07
204,Destination,Tropicana Beach Club,2012_Tropicana Beach Club_New Market Inn,51.51578,-0.12225699999999999,2012-06-22
205,Origin,New Market Inn,2012_Tropicana Beach Club_New Market Inn,51.543074,-0.126691,2012-01-07
206,Destination,Cypriot Student Offices - Conference Room,2012_Cypriot Student Offices - Conference Room_New Market Inn,51.541171000000006,-0.13830399999999998,2012-09-27
207,Origin,New Market Inn,2012_Cypriot Student Offices - Conference Room_New Market Inn,51.543074,-0.126691,2012-01-07
208,Destination,Otto's,2012_Otto's_New Market Inn,51.523041,-0.11357300000000001,2012-03-12
209,Origin,New Market Inn,2012_Otto's_New Market Inn,51.543074,-0.126691,2012-01-07
210,Destination,Event Space,2012_Event Space_New Market Inn,51.516451,-0.125354,2012-09-08
211,Origin,New Market Inn,2012_Event Space_New Market Inn,51.543074,-0.126691,2012-01-07
212,Destination,Sway (Ground Floor),2012_Sway (Ground Floor)_New Market Inn,51.515423,-0.12044400000000001,2012-05-21
213,Origin,New Market Inn,2012_Sway (Ground Floor)_New Market Inn,51.543074,-0.126691,2012-01-07
214,Destination,Sway (Club Room),2012_Sway (Club Room)_New Market Inn,51.515423,-0.12044400000000001,2012-05-21
215,Origin,New Market Inn,2012_Sway (Club Room)_New Market Inn,51.543074,-0.126691,2012-01-07
216,Destination,"Outside Space, 56-120 Heath Street","2012_Outside Space, 56-120 Heath Street_New Market Inn",51.556783,-0.177972,2012-12-06
217,Origin,New Market Inn,"2012_Outside Space, 56-120 Heath Street_New Market Inn",51.543074,-0.126691,2012-01-07
218,Destination,Spearmint Rhino,2012_Spearmint Rhino_New Market Inn,51.523398,-0.136463,2012-11-22
219,Origin,New Market Inn,2012_Spearmint Rhino_New Market Inn,51.543074,-0.126691,2012-01-07
220,Destination,Wasabi,2012_Wasabi_New Market Inn,51.531959,-0.12365,2012-07-24
221,Origin,New Market Inn,2012_Wasabi_New Market Inn,51.543074,-0.126691,2012-01-07
222,Destination,Eleanor Primary School,2012_Eleanor Primary School_New Market Inn,51.554839,-0.138987,2012-06-26
223,Origin,New Market Inn,2012_Eleanor Primary School_New Market Inn,51.543074,-0.126691,2012-01-07
224,Destination,Covent Garden Community Centre (Seven Dials Club),2012_Covent Garden Community Centre (Seven Dials Club)_New Market Inn,51.513667,-0.126119,2012-04-07
225,Origin,New Market Inn,2012_Covent Garden Community Centre (Seven Dials Club)_New Market Inn,51.543074,-0.126691,2012-01-07
226,Destination,Rocket,2012_Rocket_New Market Inn,51.528287,-0.129436,2012-09-13
227,Origin,New Market Inn,2012_Rocket_New Market Inn,51.543074,-0.126691,2012-01-07
228,Destination,University College School,2012_University College School_New Market Inn,51.553385999999996,-0.180977,2012-11-26
229,Origin,New Market Inn,2012_University College School_New Market Inn,51.543074,-0.126691,2012-01-07
230,Destination,"Radisson Blu Edwardian, Grafton","2012_Radisson Blu Edwardian, Grafton_New Market Inn",51.523937,-0.138173,2012-11-28
231,Origin,New Market Inn,"2012_Radisson Blu Edwardian, Grafton_New Market Inn",51.543074,-0.126691,2012-01-07
232,Destination,Shepherd Food (London) Ltd,2012_Shepherd Food (London) Ltd_New Market Inn,51.540818,-0.158121,2012-11-13
233,Origin,New Market Inn,2012_Shepherd Food (London) Ltd_New Market Inn,51.543074,-0.126691,2012-01-07
234,Destination,Reverend JW Simpson,2012_Reverend JW Simpson_New Market Inn,51.519855,-0.135379,2012-04-12
235,Origin,New Market Inn,2012_Reverend JW Simpson_New Market Inn,51.543074,-0.126691,2012-01-07
236,Destination,Unicorn,2012_Unicorn_New Market Inn,51.548664,-0.129813,2012-09-14
237,Origin,New Market Inn,2012_Unicorn_New Market Inn,51.543074,-0.126691,2012-01-07
238,Destination,Miusan (Formerly Zensai),2012_Miusan (Formerly Zensai)_New Market Inn,51.540039,-0.14449700000000001,2012-12-12
239,Origin,New Market Inn,2012_Miusan (Formerly Zensai)_New Market Inn,51.543074,-0.126691,2012-01-07
240,Destination,Angel Inn,2012_Angel Inn_New Market Inn,51.57043,-0.147778,2012-05-20
241,Origin,New Market Inn,2012_Angel Inn_New Market Inn,51.543074,-0.126691,2012-01-07
242,Destination,51 Neal Street,2012_51 Neal Street_New Market Inn,51.514446,-0.126545,2012-11-15
243,Origin,New Market Inn,2012_51 Neal Street_New Market Inn,51.543074,-0.126691,2012-01-07
244,Destination,O2 Centre,2012_O2 Centre_New Market Inn,51.547698,-0.181321,2012-07-25
245,Origin,New Market Inn,2012_O2 Centre_New Market Inn,51.543074,-0.126691,2012-01-07
246,Destination,Shaka Zulu,2012_Shaka Zulu_New Market Inn,51.542256,-0.14816,2012-12-14
247,Origin,New Market Inn,2012_Shaka Zulu_New Market Inn,51.543074,-0.126691,2012-01-07
248,Destination,Cottons,2012_Cottons_New Market Inn,51.542882,-0.14976099999999998,2012-03-12
249,Origin,New Market Inn,2012_Cottons_New Market Inn,51.543074,-0.126691,2012-01-07
250,Destination,Miusan (Formerly Zensai),2013_Miusan (Formerly Zensai)_40 Store Street,51.540039,-0.14449700000000001,2013-03-12
251,Origin,40 Store Street,2013_Miusan (Formerly Zensai)_40 Store Street,51.520101000000004,-0.12980100000000003,2013-01-03
252,Destination,The Earl of Camden,2013_The Earl of Camden_40 Store Street,51.537586,-0.14385,2013-11-20
253,Origin,40 Store Street,2013_The Earl of Camden_40 Store Street,51.520101000000004,-0.12980100000000003,2013-01-03
254,Destination,Mia (formerly Benihana),2013_Mia (formerly Benihana)_40 Store Street,51.54335,-0.17416199999999998,2013-12-11
255,Origin,40 Store Street,2013_Mia (formerly Benihana)_40 Store Street,51.520101000000004,-0.12980100000000003,2013-01-03
256,Destination,Secrets (Eversholt St),2013_Secrets (Eversholt St)_40 Store Street,51.529302,-0.13258499999999998,2013-11-21
