,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
1938,047615,Pet Shop - Renewal,Kings Aquatics & Reptiles,"26 Camden High Street, London, NW1 0JH",,Open,No,,,,,,2012-05-22,,Camden Town,E05000142,Regent's Park,529197.39,183454.25,-0.138658,51.535228000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.535228, -0.138658)",35768,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin047615
27509,044675,Pet Shop - Renewal,Kings Aquatics & Reptiles,"26 Camden High Street, London, NW1 0JH",,Open,No,,,,,,2010-01-12,,Camden Town,E05000142,Regent's Park,529197.39,183454.25,-0.138658,51.535228000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.535228, -0.138658)",36049,http://opendatacommunities.org/id/london-borough-council/camden,1,Origin,origin044675
