,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
5908,APP\LATE-TEN\001359,Late Temporary Event Notice,Marquis of Cornwallis,"31 MARCHMONT STREET, LONDON, WC1N 1AP",LA2003,Application Approved,No,03/09/2015,,,,03/09/2015,2015-08-29,,,E05000129,Bloomsbury,530180.77,182255.92,-0.12493,51.524233,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.524233, -0.12493)",32948,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001359
5969,APP\LATE-TEN\001833,Late Temporary Event Notice,St Pancras International,"ST PANCRAS INTERNATIONAL STATION EUSTON ROAD, LONDON, N1C 4QL",LA2003,Application Rejected - Incomplete Documentation,No,,,,,16/08/2016,2016-11-08,,,E05000143,St Pancras and Somers Town,530045.03,183091.73,-0.126577,51.531775,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.531775, -0.126577)",32502,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001833
5994,APP\LATE-TEN\001466,Late Temporary Event Notice,Cottons,"55 CHALK FARM ROAD, LONDON, NW1 8AN",LA2003,Application Approved,No,18/11/2015,,,,23/11/2015,2015-11-18,,Camden Town,E05000130,Camden Town with Primrose Hill,528405.85,184285.95,-0.14976099999999998,51.542882,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.542882, -0.149761)",32851,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001466
6001,APP\LATE-TEN\000153,Late Temporary Event Notice,Parkers,"109 KINGSWAY, LONDON, WC2B 6PP",LA2003,Application Approved,No,31/10/2012,,,,01/11/2012,2012-10-29,,Seven Dials,E05000138,Holborn and Covent Garden,530478.27,181454.75,-0.120941,51.516965,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.516965, -0.120941)",34064,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000153
6062,APP\LATE-TEN\000915,Late Temporary Event Notice,BrewDog,"113 BAYHAM STREET, LONDON, NW1 0AG",LA2003,Application Rejected,No,18/08/2014,,,,21/08/2014,2014-08-16,,Camden Town,E05000130,Camden Town with Primrose Hill,529010.42,183823.44,-0.141217,51.538588,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.538588, -0.141217)",33363,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000915
6167,APP\LATE-TEN\000763,Late Temporary Event Notice,Tropicana Beach Club,"166 NEW LONDON THEATRE DRURY LANE, LONDON, WC2B 5PF",LA2003,Application Approved,No,09/04/2014,,,,11/04/2014,2014-08-04,,Seven Dials,E05000138,Holborn and Covent Garden,530390.33,181320.63,-0.12225699999999999,51.51578,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.51578, -0.122257)",33502,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000763
6179,APP\LATE-TEN\001164,Late Temporary Event Notice,Flight Club,"55  59 ALBION HOUSE NEW OXFORD STREET, LONDON, WC1A 1BS",LA2003,Application Rejected - Incomplete Documentation,No,,,,,10/03/2015,2015-05-03,,Seven Dials,E05000138,Holborn and Covent Garden,530049.4,181415.57,-0.127133,51.516711,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.516711, -0.127133)",33133,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001164
6188,APP\LATE-TEN\000445,Late Temporary Event Notice,Granary Square,"1 GRANARY BUILDING GRANARY SQUARE, LONDON, N1C 4AA",LA2003,Application Rejected,No,19/08/2013,,,,22/08/2013,2013-08-19,,,E05000143,St Pancras and Somers Town,530179.14,183608.02,-0.124454,51.536384000000005,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.536384, -0.124454)",33797,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000445
6191,APP\LATE-TEN\000121,Late Temporary Event Notice,Brookfield School,"BROOKFIELD PRIMARY SCHOOL CHESTER ROAD, LONDON, N19 5DH",LA2003,Application Approved,No,20/09/2012,,,,24/09/2012,2012-09-19,,,E05000137,Highgate,528704.67,186591.46,-0.144611,51.563533,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.563533, -0.144611)",34096,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000121
6194,APP\LATE-TEN\001576,Late Temporary Event Notice,The Star,"47 CHESTER ROAD, LONDON, N19 5DF",LA2003,Application Approved,No,04/01/2016,,,,07/01/2016,2016-03-01,,,E05000137,Highgate,528847.08,186580.18,-0.142562,51.563399,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.563399, -0.142562)",32746,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001576
6196,APP\LATE-TEN\001748,Late Temporary Event Notice,Cuban,"THE STABLES MARKET CHALK FARM ROAD, LONDON, NW1 8AH",LA2003,Application Approved,No,17/05/2016,,,,20/05/2016,2016-05-17,,Camden Town,E05000130,Camden Town with Primrose Hill,528518.62,184219.15,-0.14816,51.542256,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.542256, -0.14816)",32584,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001748
6228,APP\LATE-TEN\001668,Late Temporary Event Notice,SALT,"269 WEST END LANE, LONDON, NW6 1QS",LA2003,Application Approved,No,14/03/2016,,,,17/03/2016,2016-03-14,,,E05000145,West Hampstead,525457.68,185047.93,-0.19197899999999998,51.550391999999995,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.550392, -0.191979)",32659,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001668
6234,APP\LATE-TEN\001443,Late Temporary Event Notice,VQ,"111A GREAT RUSSELL STREET, LONDON, WC1B 3NQ",LA2003,Application Approved,No,05/11/2015,,,,04/11/2015,2015-10-30,,,E05000129,Bloomsbury,529818.38,181492.03,-0.130432,51.517452,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.517452, -0.130432)",32872,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001443
6241,APP\LATE-TEN\002095,Late Temporary Event Notice,Elephants Head,"224 CAMDEN HIGH STREET, LONDON, NW1 8QR",LA2003,Application Approved,No,04/04/2017,,,,06/04/2017,2017-03-04,,Camden Town,E05000130,Camden Town with Primrose Hill,528835.31,184036.38,-0.14366199999999998,51.540541999999995,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.540542, -0.143662)",32257,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\002095
6244,APP\LATE-TEN\001369,Late Temporary Event Notice,Fairly Square,"51 RED LION STREET, LONDON, WC1R 4PF",LA2003,Application Approved,No,10/09/2015,,,,10/09/2015,2015-07-09,,,E05000138,Holborn and Covent Garden,530692.5,181775.04,-0.117736,51.519793,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.519793, -0.117736)",32941,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001369
6260,APP\LATE-TEN\000613,Late Temporary Event Notice,Dog Eared Films,"25  28 SURETY HOUSE FIELD STREET, LONDON, WC1X 9DA",LA2003,Application Approved,No,04/12/2013,,,,09/12/2013,2013-04-12,,,E05000141,King's Cross,530536.13,182947.54,-0.119555,51.530366,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.530366, -0.119555)",33644,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000613
6295,APP\LATE-TEN\001470,Late Temporary Event Notice,Miusan (Formerly Zensai),"16 INVERNESS STREET, LONDON, NW1 7HJ",LA2003,Application Rejected,No,19/11/2015,,,,24/11/2015,2015-11-19,,Camden Town,E05000130,Camden Town with Primrose Hill,528778.86,183979.04,-0.14449700000000001,51.540039,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.540039, -0.144497)",32848,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001470
6298,APP\LATE-TEN\000519,Late Temporary Event Notice,Eleanor Primary School,"ELEANOR PALMER PRIMARY SCHOOL LUPTON STREET, LONDON, NW5 2JA",LA2003,Application Approved,No,04/11/2013,,,,06/11/2013,2013-01-11,,,E05000139,Kentish Town,529119.07,185634.55,-0.138987,51.554839,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.554839, -0.138987)",33734,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000519
6300,APP\LATE-TEN\001798,Late Temporary Event Notice,Hawley Infant School,"HAWLEY INFANT AND NURSERY SCHOOL BUCK STREET, LONDON, NW1 8NJ",LA2003,Application Approved,No,29/06/2016,,,,04/07/2016,2016-06-29,,Camden Town,E05000130,Camden Town with Primrose Hill,528919.19,184026.39,-0.142457,51.540433,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.540433, -0.142457)",32536,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001798
