,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
1732,APP\PREMISES-VARY\000685,Premises Licence -  Variation Application,Vue Cinema,"255 THE O2 CENTRE FINCHLEY ROAD, LONDON, NW3 6LU",LA2003,Application Approved In Full,No,02/05/2012,,,,06/04/2012,2012-09-03,,,E05000145,West Hampstead,526204.1,184766.66,-0.181321,51.547698,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.547698, -0.181321)",21453,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY\000685
1734,APP\PREMISES-VARY\000781,Premises Licence -  Variation Application,Mezza Eatery,"19 CAMDEN HIGH STREET, LONDON, NW1 7JE",LA2003,Application Rejected - Incomplete Documentation,No,,,,,22/04/2013,2013-03-25,26/03/2013,Camden Town,E05000142,Regent's Park,529129.52,183417.31,-0.139649,51.534911,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.534911, -0.139649)",21365,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY\000781
1766,APP\PREMISES-VARY\000235,Premises Licence -  Variation Application,Smoking Goat,"7 DENMARK STREET, LONDON, WC2H 8LZ",LA2003,Application Withdrawn,Yes,,,,31/05/2007,30/04/2007,2007-02-04,,Seven Dials,E05000138,Holborn and Covent Garden,529900.15,181223.29,-0.129353,51.515018,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.515018, -0.129353)",21868,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY\000235
1838,APP\PREMISES-VARY\000840,Premises Licence -  Variation Application,Munchtime (previously Cafe Plaka),"315 GRAY'S INN ROAD, LONDON, WC1X 8PX",LA2003,Application Rejected,No,,,,,12/05/2014,2014-04-14,16/04/2014,,E05000141,King's Cross,530388.77,182929.58,-0.12168499999999999,51.530239,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.530239, -0.121685)",21309,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY\000840
1898,APP\PREMISES-VARY\000541,Premises Licence -  Variation Application,First Choice,"1 KENTISH TOWN ROAD, LONDON, NW1 8NH",LA2003,Application Partially Approved,Yes,23/07/2010,,,07/06/2010,26/04/2010,2010-03-29,,Camden Town,E05000130,Camden Town with Primrose Hill,528899.47,183943.05,-0.142772,51.539688,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.539688, -0.142772)",21588,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY\000541
1907,APP\PREMISES-VARY\000579,Premises Licence -  Variation Application,Gipsy Queen,"166 MALDEN ROAD, LONDON, NW5 4BS",LA2003,Application Approved In Full,Yes,22/11/2010,,,22/11/2010,30/09/2010,2010-02-09,,,E05000134,Gospel Oak,528040.16,185157.08,-0.15471400000000002,51.550794,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.550794, -0.154714)",21551,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY\000579
1919,APP\PREMISES-VARY\000674,Premises Licence -  Variation Application,Centrale Delicatessen,"43 CHALK FARM ROAD, LONDON, NW1 8AJ",LA2003,Application Approved In Full,No,14/02/2012,,,,10/02/2012,2012-01-13,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.54314, -0.148383)",21464,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY\000674
2000,APP\PREMISES-VARY\000015,Premises Licence -  Variation Application,Grand Union (Camden),"102 106 CAMDEN ROAD, LONDON, NW1 9EA",LA2003,Application Partially Approved,Yes,17/11/2005,,,17/11/2005,27/10/2005,2005-09-29,,,E05000131,Cantelowes,529236.01,184161.88,-0.13784200000000002,51.541578,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.541578, -0.137842)",22064,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY\000015
2032,APP\PREMISES-VARY\000243,Premises Licence -  Variation Application,One Tun,"125 SAFFRON HILL, LONDON, EC1N 8QS",LA2003,Application Approved In Full,No,02/10/2007,,,20/06/2007,24/05/2007,2007-04-26,,,E05000138,Holborn and Covent Garden,531437.81,181828.21,-0.10698099999999999,51.520098,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.520098, -0.106981)",21860,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY\000243
2098,APP\PREMISES-VARY\000735,Premises Licence -  Variation Application,The Blues Kitchen,"111 113 CAMDEN HIGH STREET, LONDON, NW1 7JN",LA2003,Application Approved In Full,No,28/09/2012,,,,26/09/2012,2012-08-29,,Camden Town,E05000142,Regent's Park,528998.56,183612.04,-0.141465,51.536691,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.536691, -0.141465)",21408,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY\000735
2113,APP\PREMISES-VARY\000283,Premises Licence -  Variation Application,Sainsbury's Supermarkets Ltd,"THE STABLES MARKET CHALK FARM ROAD, LONDON, NW1 8AH",LA2003,Application Partially Approved,Yes,26/11/2007,,,23/10/2007,26/09/2007,2007-08-29,,Camden Town,E05000130,Camden Town with Primrose Hill,528518.62,184219.15,-0.14816,51.542256,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.542256, -0.14816)",21821,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY\000283
