,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
23670,APP\PREMISES-VARY(T)\000355,Premises - Variation of Licence (Transition),The Fitzrovia,"18 GOODGE STREET, LONDON, W1T 2QD",LA2003,Variation Withdrawn (Conv Granted),Yes,09/09/2005,,,,11/08/2005,2005-07-14,,,E05000129,Bloomsbury,529468.36,181750.5,-0.135379,51.519855,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.519855, -0.135379)",26495,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY(T)\000355
23775,APP\PREMISES-VARY(T)\000462,Premises - Variation of Licence (Transition),Simply Fish,"4 INVERNESS STREET, LONDON, NW1 7HJ",LA2003,Application Partially Approved,Yes,08/11/2005,,,22/09/2005,26/08/2005,2005-07-29,,Camden Town,E05000130,Camden Town with Primrose Hill,528778.86,183979.04,-0.14449700000000001,51.540039,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.540039, -0.144497)",26409,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY(T)\000462
23835,APP\PREMISES-VARY(T)\000293,Premises - Variation of Licence (Transition),The Pack and Carriage (Formley known as Elixir),"162 EVERSHOLT STREET, LONDON, NW1 1BL",LA2003,Application Approved,No,26/08/2005,,,,25/08/2005,2005-07-28,,,E05000143,St Pancras and Somers Town,529417.29,183099.69,-0.13561900000000002,51.531991,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.531991, -0.135619)",26547,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY(T)\000293
23949,APP\PREMISES-VARY(T)\000364,Premises - Variation of Licence (Transition),White Hart,"191 DRURY LANE, LONDON, WC2B 5QD",LA2003,Application Partially Approved,Yes,15/09/2005,,,15/09/2005,18/08/2005,2005-07-21,,Seven Dials,E05000138,Holborn and Covent Garden,530289.5,181377.25,-0.123688,51.516312,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.516312, -0.123688)",26487,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY(T)\000364
24145,APP\PREMISES-VARY(T)\000185,Premises - Variation of Licence (Transition),The Victory,"152 ALBANY STREET, LONDON, NW1 4BX",LA2003,Application Rejected - Incomplete Documentation,No,,,,,14/07/2005,2005-06-15,17/06/2005,,E05000142,Regent's Park,528843.7,182783.85,-0.143999,51.529284000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.529284, -0.143999)",26642,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY(T)\000185
24227,APP\PREMISES-VARY(T)\000330,Premises - Variation of Licence (Transition),Vue Cinema,"255 THE O2 CENTRE FINCHLEY ROAD, LONDON, NW3 6LU",LA2003,Application Rejected - Incomplete Documentation,No,,,,,13/08/2005,2005-07-15,22/07/2005,,E05000145,West Hampstead,526204.1,184766.66,-0.181321,51.547698,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.547698, -0.181321)",26513,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY(T)\000330
24593,APP\PREMISES-VARY(T)\000322,Premises - Variation of Licence (Transition),The Perseverance,"63 PERSERVERANCE PUBLIC HOUSE LAMB'S CONDUIT STREET, LONDON, WC1N 3NB",LA2003,Application Rejected - Incomplete Documentation,No,,,,,11/08/2005,2005-07-13,21/07/2005,,E05000138,Holborn and Covent Garden,530609.84,181991.07,-0.11884700000000001,51.521754,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.521754, -0.118847)",26521,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY(T)\000322
24690,APP\PREMISES-VARY(T)\000142,Premises - Variation of Licence (Transition),Rocket,"120 EUSTON ROAD, LONDON, NW1 2AL",LA2003,Application Approved,Yes,25/07/2005,,,25/07/2005,02/07/2005,2005-03-06,,,E05000143,St Pancras and Somers Town,529856.65,182698.78,-0.129436,51.528287,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.528287, -0.129436)",26679,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY(T)\000142
24692,APP\PREMISES-VARY(T)\000244,Premises - Variation of Licence (Transition),Euston Flyer,"83  87 EUSTON ROAD, LONDON, NW1 2RA",LA2003,Application Approved,No,02/08/2005,,,,29/07/2005,2005-06-30,,,E05000141,King's Cross,530037.31,182728.95,-0.126822,51.528517,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.528517, -0.126822)",26590,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY(T)\000244
24760,APP\PREMISES-VARY(T)\000524,Premises - Variation of Licence (Transition),Cafe Rouge,"77 KINGSWAY, LONDON, WC2B 6SR",LA2003,Application Approved,No,15/09/2005,,,,25/08/2005,2005-07-28,,Seven Dials,E05000138,Holborn and Covent Garden,530517.17,181284.16,-0.12044400000000001,51.515423,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.515423, -0.120444)",26355,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARY(T)\000524
