,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
1247,APP\PREMISES-TRANS\001566,Premises Licence - Transfer Application,Jeremy Bentham,"31 UNIVERSITY STREET, LONDON, WC1E 6JL",LA2003,Application Approved In Full,No,21/03/2017,,,,27/03/2017,2017-03-13,,,E05000129,Bloomsbury,529472.5,182220.56,-0.135147,51.524078,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.524078, -0.135147)",26738,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\001566
1306,APP\PREMISES-TRANS\000156,Premises Licence - Transfer Application,Jeremy Bentham,"31 UNIVERSITY STREET, LONDON, WC1E 6JL",LA2003,Application Approved In Full,No,06/03/2007,,,,29/12/2006,2006-12-15,,,E05000129,Bloomsbury,529472.5,182220.56,-0.135147,51.524078,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.524078, -0.135147)",28068,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\000156
1324,APP\PREMISES-TRANS\001213,Premises Licence - Transfer Application,Magdala,"2A SOUTH HILL PARK, LONDON, NW3 2SB",LA2003,Application Approved In Full,No,01/05/2014,,,,14/04/2014,2014-03-31,,,E05000135,Hampstead Town,527275.44,185696.06,-0.165543,51.55581,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.55581, -0.165543)",27081,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\001213
1335,APP\PREMISES-TRANS\001124,Premises Licence - Transfer Application,Compagnie des Vins Surnaturel,"8  10 NEAL'S YARD, LONDON, WC2H 9DP",LA2003,Application Approved In Full,No,10/10/2013,,,,30/09/2013,2013-09-16,,Seven Dials,E05000138,Holborn and Covent Garden,530096.62,181164.76,-0.126545,51.514446,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.514446, -0.126545)",27159,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\001124
1398,APP\PREMISES-TRANS\000654,Premises Licence - Transfer Application,Cantina Augusto (Clerkenwell Road) Plc,"91  95 CLERKENWELL ROAD, LONDON, EC1R 5BX",LA2003,Application Approved In Full,No,01/06/2010,,,,19/05/2010,2010-05-05,,,E05000138,Holborn and Covent Garden,531173.69,181983.52,-0.110728,51.521556,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.521556, -0.110728)",27597,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\000654
1413,APP\PREMISES-TRANS\000519,Premises Licence - Transfer Application,Blackheart (Prev  Camden Tup),"2   3 GREENLAND PLACE, LONDON, NW1 0AP",LA2003,Application Approved,No,19/08/2009,,,,17/08/2009,2009-03-08,,Camden Town,E05000130,Camden Town with Primrose Hill,528966.15,183826.35,-0.141854,51.538624,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.538624, -0.141854)",27728,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\000519
1487,APP\PREMISES-TRANS\001098,Premises Licence - Transfer Application,The Crown Fish & Chips Restaurant,"1   3 PRATT STREET, LONDON, NW1 0AE",LA2003,Application Approved In Full,No,22/08/2013,,,,23/07/2013,2013-09-07,,Camden Town,E05000130,Camden Town with Primrose Hill,529027.28,183739.2,-0.141005,51.537827,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.537827, -0.141005)",27179,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\001098
1496,APP\PREMISES-TRANS\001074,Premises Licence - Transfer Application,Viet Eat(was Pasta Amo),"48 KINGSWAY, LONDON, WC2B 6EN",LA2003,Application Rejected - Incomplete Documentation,No,,,,,17/05/2013,2013-03-05,08/05/2013,,E05000138,Holborn and Covent Garden,530599.22,181426.23,-0.119209,51.51668,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.51668, -0.119209)",27201,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\001074
1515,APP\PREMISES-TRANS\000409,Premises Licence - Transfer Application,Simmons,"7 CAMDEN HIGH STREET, LONDON, NW1 7JE",LA2003,Application Rejected - Incomplete Documentation,No,,,,,26/09/2008,2008-12-09,09/10/2008,Camden Town,E05000142,Regent's Park,529129.52,183417.31,-0.139649,51.534911,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.534911, -0.139649)",27830,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\000409
1590,APP\PREMISES-TRANS\001291,Premises Licence - Transfer Application,Jack's Kitchen,"227 BRECKNOCK ROAD, LONDON, N19 5AA",LA2003,Application Approved In Full,No,04/11/2014,,,,27/10/2014,2014-10-13,,,,,529197.69,185818.55,-0.137786,51.556475,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.556475, -0.137786)",27007,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\001291
