,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
8365,044338,Existing Part B installation,Morrisons Petrol Station,"Chalk Farm Road, London, NW1 8EH",,Open,No,,,,,,2010-10-19,,Camden Town,E05000130,Camden Town with Primrose Hill,528407.84,184115.07,-0.149794,51.541346000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.541346, -0.149794)",36098,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin044338
8599,043942,Existing Part B installation,Empire professional Dry Cleaners,"173 York Way, London, N7 9LN",,Open,No,,,,,,2010-02-09,,,E05000131,Cantelowes,529837.43,184915.12,-0.128897,51.548209,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.548209, -0.128897)",36162,http://opendatacommunities.org/id/london-borough-council/camden,1,Origin,origin043942
8819,044246,Existing Part B installation,Mansfield Dry Cleaners,"70 Mansfield Road, London, NW3 2HU",,Open,No,,,,,,2010-06-10,,,E05000134,Gospel Oak,528006.74,185524.17,-0.15506199999999998,51.5541,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.5541, -0.155062)",36112,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin044246
8841,043927,Existing Part B installation,The Cotton Club,"57 Mill Lane, London, NW6 1NB",,Open,No,,,,,,2010-08-31,,,E05000132,Fortune Green,525127.94,185234.53,-0.196666,51.552143,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.552143, -0.196666)",36167,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043927
10392,043968,Existing Part B installation,Parkers Dry Cleaning Ltd,"28 Goodge Street, London, W1T 2QQ",,Open,No,,,,,,2010-08-09,,,E05000129,Bloomsbury,529468.36,181750.5,-0.135379,51.519855,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.519855, -0.135379)",36148,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043968
10657,043919,Existing Part B installation,Alex Dry Cleaners,"289 Gray's Inn Road, London, WC1X 8QF",,Open,No,,,,,,2010-08-31,,,E05000141,King's Cross,530443.13,182829.39,-0.12093800000000002,51.529326,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.529326, -0.120938)",36174,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043919
11197,043980,Existing Part B installation,Smarts Dry Cleaners,"104 Parkway, London, NW1 7AN",,Open,No,,,,,,2010-08-09,,Camden Town,E05000130,Camden Town with Primrose Hill,528701.03,183723.65,-0.14571199999999998,51.537762,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.537762, -0.145712)",36139,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043980
11523,045533,Existing Part B installation,Red Spot Dry Cleaners,"Finchley Road, London, NW3 5DN",,Open,No,,,,,,2011-03-29,,,E05000133,Frognal and Fitzjohns,526627.5,184434.86,-0.175337,51.544622,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.544622, -0.175337)",35982,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin045533
13298,055296,Existing Part B installation,Empire professional Dry Cleaners,"173 York Way, London, N7 9LN",,Open,No,,,,,,2017-08-05,,,E05000131,Cantelowes,529837.43,184915.12,-0.128897,51.548209,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.548209, -0.128897)",35642,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin055296
13794,043925,Existing Part B installation,City Centre Dry Cleaners,"118 Eversholt Street, London, NW1 1BP",,Open,No,,,,,,2010-08-31,,,E05000143,St Pancras and Somers Town,529502.97,182995.77,-0.13442300000000001,51.531037,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.531037, -0.134423)",36169,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043925
14062,043992,Existing Part B installation,Visage Dry Cleaners,"171 Malden Road, London, NW5 4HT",,Open,No,,,,,,2010-08-09,,,E05000136,Haverstock,527965.0,185132.06,-0.155807,51.550585999999996,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.550586, -0.155807)",36127,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043992
15192,043950,Existing Part B installation,Madame George,"227 West End Lane, London, NW6 1XJ",,Open,No,,,,,,2010-02-09,,,E05000145,West Hampstead,525504.11,184871.24,-0.19137300000000002,51.548794,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.548794, -0.191373)",36154,http://opendatacommunities.org/id/london-borough-council/camden,1,Origin,origin043950
16377,043982,Existing Part B installation,Dolphin Cleaners A.k.a Sue Smart,"86 Leather Lane, London, EC1N 7TT",,Open,No,,,,,,2010-08-09,,,E05000138,Holborn and Covent Garden,531245.25,181996.31,-0.10969200000000001,51.521654,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.521654, -0.109692)",36137,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043982
16838,043984,Existing Part B installation,Swans Dry Cleaners,"163 Haverstock Hill, London, NW3 4QT",,Open,No,,,,,,2010-08-09,,,E05000128,Belsize,527379.59,185023.84,-0.16428399999999999,51.549746,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.549746, -0.164284)",36135,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043984
17249,043923,Existing Part B installation,Chequers Dry Cleaners,"48 England's Lane, London, NW3 4UE",,Open,No,,,,,,2010-08-31,,,E05000128,Belsize,527480.61,184595.74,-0.162983,51.545876,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.545876, -0.162983)",36171,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043923
17283,055334,Existing Part B installation,J Murphy and Sons Yard  (Yard Canteen),"Highgate Road, London, NW5 1TN",,Open,No,,,,,,2017-03-31,,,E05000139,Kentish Town,528606.86,185485.29,-0.146426,51.553615,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.553615, -0.146426)",35641,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin055334
17341,044335,Existing Part B installation,Tesco Express,"196-206 Camden Road, London, NW1 9HG",,Open,No,,,,,,2010-10-19,,,E05000131,Cantelowes,529535.61,184598.93,-0.133363,51.545437,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.545437, -0.133363)",36100,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin044335
18452,043943,Existing Part B installation,Firstchoice,"5 Highgate High Street, London, N6 5JR",,Open,No,,,,,,2010-02-09,,,E05000137,Highgate,528572.21,187339.17,-0.146248,51.570283,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.570283, -0.146248)",36161,http://opendatacommunities.org/id/london-borough-council/camden,1,Origin,origin043943
19455,044320,Existing Part B installation,M & A Coachworks,"36-52 Fortess Grove, London, NW5 2HE",,Open,No,,,,,,2010-10-19,,,E05000139,Kentish Town,529015.39,185365.81,-0.14057999999999998,51.552448,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.552448, -0.14058)",36106,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin044320
19905,043981,Existing Part B installation,Sparkle Dry Cleaners,"329 West End Lane, London, NW6 1RS",,Open,No,,,,,,2010-08-09,,,E05000145,West Hampstead,525383.51,185207.22,-0.192992,51.551840000000006,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.55184, -0.192992)",36138,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043981
20063,043993,Existing Part B installation,Zappeo Dry Cleaners,"310 Kentish Town Road, London, NW5 2TH",,Open,No,,,,,,2010-08-09,,,E05000139,Kentish Town,528986.57,185239.77,-0.141042,51.551322,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.551322, -0.141042)",36126,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043993
20160,043971,Existing Part B installation,Perkins Dry Cleaners,"40 Heath Street, London, NW3 6TE",,Open,No,,,,,,2010-08-09,,,E05000135,Hampstead Town,526385.31,185716.08,-0.178368,51.55619,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.55619, -0.178368)",36145,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043971
21661,043951,Existing Part B installation,Madam George II,"6 Canfield Gardens, London, NW6 3BS",,Open,No,,,,,,2010-02-09,,,E05000144,Swiss Cottage,526230.38,184678.58,-0.180973,51.546901,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.546901, -0.180973)",36153,http://opendatacommunities.org/id/london-borough-council/camden,1,Origin,origin043951
22099,043969,Existing Part B installation,Perfect,"151 Highgate Road, London, NW5 1LJ",,Open,No,,,,,,2010-08-09,,,E05000137,Highgate,528577.59,185778.22,-0.146741,51.556253999999996,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.556254, -0.146741)",36147,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043969
22113,043947,Existing Part B installation,Brondes Dry Cleaners,"328b Kilburn High Road, London, NW6 2QN",,Open,No,,,,,,2010-02-09,,,E05000140,Kilburn,524819.2,184448.57,-0.201396,51.545148,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.545148, -0.201396)",36157,http://opendatacommunities.org/id/london-borough-council/camden,1,Origin,origin043947
23825,043929,Existing Part B installation,Crest Dry Cleaners,"220 Kilburn High Road, London, NW6 4JL",,Open,No,,,,,,2010-08-31,,,E05000140,Kilburn,525101.62,184074.97,-0.197458,51.541728000000006,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.541728, -0.197458)",36165,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043929
24181,043972,Existing Part B installation,Perkins,"171 Haverstock Hill, London, NW3 4QS",,Open,No,,,,,,2010-08-09,,,E05000128,Belsize,527379.59,185023.84,-0.16428399999999999,51.549746,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.549746, -0.164284)",36144,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043972
24508,043986,Existing Part B installation,The Choice Dry Cleaners,"62 Chetwynd Road, London, NW5 1DJ",,Open,No,,,,,,2010-08-09,,,E05000137,Highgate,528773.28,186036.99,-0.143825,51.558535,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.558535, -0.143825)",36133,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043986
25349,043962,Existing Part B installation,Master Clean Dry Cleaners,"2 Langtry Walk, London, NW8 0DU",,Open,No,,,,,,2010-08-09,,,E05000140,Kilburn,526351.76,184004.45,-0.17946600000000001,51.540816,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.540816, -0.179466)",36152,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043962
26006,043940,Existing Part B installation,Ariana Hand Laundry Limited,"281a Finchley Road, London, NW3 6ND",,Open,No,,,,,,2010-02-09,,,E05000145,West Hampstead,526121.17,184925.27,-0.18245899999999998,51.549141999999996,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.549142, -0.182459)",36164,http://opendatacommunities.org/id/london-borough-council/camden,1,Origin,origin043940
26086,044247,Existing Part B installation,Valet Dry Cleaners,"184 Gray's Inn Road, London, WC1X 8EW",,Open,No,,,,,,2010-06-10,,,E05000138,Holborn and Covent Garden,530930.36,182178.07,-0.11416099999999998,51.52336,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.52336, -0.114161)",36111,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin044247
26175,043975,Existing Part B installation,Pyramid Dry Cleaning,"52 Belsize Lane, London, NW3 5AR",,Open,No,,,,,,2010-08-09,,,E05000133,Frognal and Fitzjohns,526847.35,184995.02,-0.171967,51.549607,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.549607, -0.171967)",36141,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043975
26662,043924,Existing Part B installation,Chequers Dry Cleaners,"48 England's Lane, London, NW3 4UE",,Open,No,,,,,,2010-08-31,,,E05000128,Belsize,527480.61,184595.74,-0.162983,51.545876,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.545876, -0.162983)",36170,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043924
28379,043989,Existing Part B installation,Top Choice Drycleaners,"96 Fleet Road, London, NW3 2QX",,Open,No,,,,,,2010-08-09,,,E05000134,Gospel Oak,527528.74,185437.47,-0.161985,51.553429,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.553429, -0.161985)",36130,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043989
28501,044245,Existing Part B installation,Heaven Dry Cleaners,"112 Camden Road, London, NW1 9EE",,Open,No,,,,,,2010-06-10,,,E05000131,Cantelowes,529261.32,184202.73,-0.137462,51.541939,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.541939, -0.137462)",36113,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin044245
28565,043922,Existing Part B installation,Camden Dry Cleaners,"27 Camden High Street, London, NW1 7JE",,Open,No,,,,,,2010-08-31,,Camden Town,E05000142,Regent's Park,529129.52,183417.31,-0.139649,51.534911,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.534911, -0.139649)",36172,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043922
28705,043909,Existing Part B installation,Capri Cleaners (Prev K/A Doret,"148 Southampton Row, London, WC1B 5AG",,Open,No,,,,,,2010-08-24,,,E05000138,Holborn and Covent Garden,530280.54,181985.11,-0.12359300000000001,51.521776,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.521776, -0.123593)",36176,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043909
28709,043910,Existing Part B installation,Alex Dry Cleaners,"289 Gray's Inn Road, London, WC1X 8QF",,Open,No,,,,,,2010-08-24,,,E05000141,King's Cross,530443.13,182829.39,-0.12093800000000002,51.529326,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.529326, -0.120938)",36175,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043910
