,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
29887,APP\PREMISES-VARYDPS\001243,Premises - Variation of DPS,Sainsbury's,"132 FORTESS ROAD, LONDON, NW5 2HP",LA2003,Application Approved In Full,No,16/12/2008,,,,03/12/2008,2008-11-19,,,E05000139,Kentish Town,529147.5,185781.26,-0.138523,51.556151,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.556151, -0.138523)",25154,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\001243
29890,APP\PREMISES-VARYDPS\002687,Premises - Variation of DPS,Jazz Cafe,"5   7 PARKWAY, LONDON, NW1 7PG",LA2003,Application Approved In Full,No,14/02/2013,,,,12/02/2013,2013-01-29,,Camden Town,E05000130,Camden Town with Primrose Hill,528878.6,183801.64,-0.143124,51.538422,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.538422, -0.143124)",23796,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\002687
29919,APP\PREMISES-VARYDPS\002380,Premises - Variation of DPS,Yo Sushi,"10 JAMESTOWN ROAD, LONDON, NW1 7BY",LA2003,Application Approved In Full,No,10/04/2012,,,,09/04/2012,2012-03-26,,Camden Town,E05000130,Camden Town with Primrose Hill,528724.04,184057.19,-0.145258,51.540754,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.540754, -0.145258)",24082,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\002380
29945,APP\PREMISES-VARYDPS\002072,Premises - Variation of DPS,Whistlestop,"EUSTON RAILWAY STATION EVERSHOLT STREET, LONDON, NW1 2HS",LA2003,Application Approved In Full,No,02/06/2011,,,,11/05/2011,2011-04-27,,,E05000143,St Pancras and Somers Town,529635.38,182806.0,-0.13258499999999998,51.529302,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.529302, -0.132585)",24372,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\002072
29956,APP\PREMISES-VARYDPS\004256,Premises - Variation of DPS,Draft House,"43 GOODGE STREET, LONDON, W1T 1TA",LA2003,Application Approved In Full,No,18/10/2016,,,,21/10/2016,2016-07-10,,,E05000129,Bloomsbury,529442.0,181657.07,-0.135793,51.519021,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.519021, -0.135793)",22337,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\004256
29959,APP\PREMISES-VARYDPS\000587,Premises - Variation of DPS,Bloc Bar (Formerly Record Club/The Stillery,"18 KENTISH TOWN ROAD, LONDON, NW1 9NX",LA2003,Application Rejected - Incomplete Documentation,No,,,,,28/03/2007,2007-03-14,19/03/2007,Camden Town,E05000130,Camden Town with Primrose Hill,528951.8,183997.31,-0.141998,51.540164000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.540164, -0.141998)",25772,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\000587
29974,APP\PREMISES-VARYDPS\004346,Premises - Variation of DPS,"PizzaExpress, Unit 7B","255 THE O2 CENTRE FINCHLEY ROAD, LONDON, NW3 6LU",LA2003,Application Approved In Full,No,05/12/2016,,,,02/12/2016,2016-11-18,,,E05000145,West Hampstead,526204.1,184766.66,-0.181321,51.547698,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.547698, -0.181321)",22255,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\004346
29977,APP\PREMISES-VARYDPS\000070,Premises - Variation of DPS,Smithy's Wine Bar,"15  17 LEEKE STREET, LONDON, WC1X 9HY",LA2003,Application Approved In Full,No,09/12/2005,,,,08/12/2005,2005-11-24,,,E05000141,King's Cross,530567.77,182896.71,-0.119118,51.529902,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.529902, -0.119118)",26258,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\000070
29992,APP\PREMISES-VARYDPS\001470,Premises - Variation of DPS,Takari,"22 DRURY LANE, LONDON, WC2B 5RH",LA2003,Application Rejected - Incomplete Documentation,No,,,,,30/07/2009,2009-07-16,11/08/2009,,,,530342.31,181211.81,-0.12298900000000001,51.514813000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.514813, -0.122989)",24944,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\001470
29993,APP\PREMISES-VARYDPS\000707,Premises - Variation of DPS,Cafe Rouge,"38  39 HAMPSTEAD HIGH STREET, LONDON, NW3 1QE",LA2003,Application Approved In Full,No,18/07/2007,,,,19/07/2007,2007-05-07,,,E05000135,Hampstead Town,526493.12,185710.89,-0.176816,51.556119,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.556119, -0.176816)",25661,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\000707
