,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
5491,APP\SE-VARY\00247,Sex Establishment Variation Application,Red Rooms,"4 GREAT QUEEN STREET, LONDON, WC2B 5DJ",LA2003,New Application Received,No,,,,,20/01/2016,2015-12-23,,,E05000138,Holborn and Covent Garden,530599.22,181426.23,-0.119209,51.51668,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.51668, -0.119209)",21078,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\SE-VARY\00247
8315,APP\SE-VARY\00242,Sex Establishment Variation Application,Spearmint Rhino,"161 TOTTENHAM COURT ROAD, LONDON, W1T 7NN",LA2003,In Consultation,Yes,,,,23/01/2014,22/08/2014,2013-10-31,,,E05000129,Bloomsbury,529383.14,182142.58,-0.136463,51.523398,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.523398, -0.136463)",21082,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\SE-VARY\00242
14188,APP\SE-VARY\00249,Sex Establishment Variation Application,Griffin,"125 CLERKENWELL ROAD, LONDON, EC1R 5DB",LA2003,Hearing Date to be arranged,Yes,,,,,10/04/2017,2017-03-13,,,E05000138,Holborn and Covent Garden,531082.83,181956.55,-0.112046,51.521334,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.521334, -0.112046)",21076,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\SE-VARY\00249
16301,APP\SE-VARY\00241,Sex Establishment Variation Application,Griffin,"125 CLERKENWELL ROAD, LONDON, EC1R 5DB",LA2003,Application Approved,No,16/07/2013,,,16/07/2013,17/06/2013,2013-05-20,,,E05000138,Holborn and Covent Garden,531082.83,181956.55,-0.112046,51.521334,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.521334, -0.112046)",21083,http://opendatacommunities.org/id/london-borough-council/camden,1,Origin,originAPP\SE-VARY\00241
21978,APP\SE-VARY\00244,Sex Establishment Variation Application,Parkers,"109 KINGSWAY, LONDON, WC2B 6PP",LA2003,New Application Received,No,,,,,11/12/2014,2014-11-13,,Seven Dials,E05000138,Holborn and Covent Garden,530478.27,181454.75,-0.120941,51.516965,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.516965, -0.120941)",21080,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\SE-VARY\00244
22282,APP\SE-VARY\00243,Sex Establishment Variation Application,Red Rooms,"4 GREAT QUEEN STREET, LONDON, WC2B 5DJ",LA2003,Application Withdrawn,No,,,,,11/12/2014,2014-11-13,,,E05000138,Holborn and Covent Garden,530599.22,181426.23,-0.119209,51.51668,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.51668, -0.119209)",21081,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\SE-VARY\00243
34212,APP\SE-VARY\00246,Sex Establishment Variation Application,Secrets (Eversholt St),"34  38 EVERSHOLT STREET, LONDON, NW1 1DA",LA2003,New Application Received,No,,,,07/11/2015,01/09/2015,2015-04-08,,,E05000143,St Pancras and Somers Town,529635.38,182806.0,-0.13258499999999998,51.529302,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.529302, -0.132585)",21079,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\SE-VARY\00246
