,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
17911,APP\PREMISES-CONV\000974,Premises - Conversion of Licence,Pink Rupee Tandoori Restaurant,"38 CRICKLEWOOD BROADWAY, LONDON, NW2 3ET",LA2003,Application Approved,No,30/08/2005,,,,29/08/2005,2005-01-08,,,E05000132,Fortune Green,524102.98,185370.58,-0.211394,51.553591,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.553591, -0.211394)",30917,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000974
17920,APP\PREMISES-CONV\000541,Premises - Conversion of Licence,Grays Inn Wines,"276 GRAY'S INN ROAD, LONDON, WC1X 8EB",LA2003,Application Rejected - Incomplete Documentation,No,,,,,12/08/2005,2005-07-14,22/07/2005,,E05000141,King's Cross,530625.09,182634.23,-0.11838900000000001,51.52753,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.52753, -0.118389)",31304,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000541
17928,APP\PREMISES-CONV\000481,Premises - Conversion of Licence,The Queen Of Sheba Ethiopian Restaurant,"12 FORTESS ROAD, LONDON, NW5 2EU",LA2003,Application Approved,No,12/08/2005,,,,10/08/2005,2005-12-07,,,E05000139,Kentish Town,529015.39,185365.81,-0.14057999999999998,51.552448,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.552448, -0.14058)",31361,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000481
17934,APP\PREMISES-CONV\000321,Premises - Conversion of Licence,Albany Supermarket And Off Licence,"CHESTER COURT ALBANY STREET, LONDON, NW1 4BU",LA2003,Application Approved,No,01/08/2005,,,,14/07/2005,2005-06-15,,,E05000142,Regent's Park,528796.14,182741.9,-0.1447,51.528917,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.528917, -0.1447)",31512,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000321
17935,APP\PREMISES-CONV\000160,Premises - Conversion of Licence,Bin Ends,"56  58 LAMB'S CONDUIT STREET, LONDON, WC1N 3LW",LA2003,Application Rejected - Incomplete Documentation,No,,,,,25/06/2005,2005-05-27,31/05/2005,,E05000138,Holborn and Covent Garden,530667.06,182047.13,-0.118002,51.522244,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.522244, -0.118002)",31661,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000160
18045,APP\PREMISES-CONV\000457,Premises - Conversion of Licence,Jeroboams,"29 HEATH STREET, LONDON, NW3 6TR",LA2003,Application Approved,No,05/08/2005,,,,03/08/2005,2005-05-07,,,E05000133,Frognal and Fitzjohns,526330.45,185709.42,-0.179161,51.556143,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.556143, -0.179161)",31385,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000457
18048,APP\PREMISES-CONV\000244,Premises - Conversion of Licence,The Ninth,"22 CHARLOTTE STREET, LONDON, W1T 2NB",LA2003,Application Approved,No,09/07/2005,,,,08/07/2005,2005-09-06,,,E05000129,Bloomsbury,529528.04,181652.4,-0.134555,51.518959,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.518959, -0.134555)",31586,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000244
18078,APP\PREMISES-CONV\001103,Premises - Conversion of Licence,Express By Holiday Inn (London Swiss Cottage),"152 156 FINCHLEY ROAD, LONDON, NW3 5HS",LA2003,Application Approved,No,05/09/2005,,,,02/09/2005,2005-05-08,,,E05000133,Frognal and Fitzjohns,526265.47,184823.53,-0.18041600000000002,51.548196000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.548196, -0.180416)",30800,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\001103
18130,APP\PREMISES-CONV\000600,Premises - Conversion of Licence,New End Theatre,"27 NEW END, LONDON, NW3 1JD",LA2003,Application Approved,No,20/08/2005,,,,19/08/2005,2005-07-21,,,E05000135,Hampstead Town,526441.14,186015.62,-0.177456,51.55887,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.55887, -0.177456)",31252,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000600
18169,APP\PREMISES-CONV\001004,Premises - Conversion of Licence,La Regina,"9 EUSTON ROAD, LONDON, NW1 2SA",LA2003,Application Approved,No,05/09/2005,,,,31/08/2005,2005-03-08,,,E05000141,King's Cross,530329.33,182911.44,-0.122548,51.53009,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.53009, -0.122548)",30894,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\001004
18172,APP\PREMISES-CONV\000090,Premises - Conversion of Licence,Trattoria Lucca,"63  65 PARKWAY, LONDON, NW1 7PP",LA2003,Application Approved,No,12/06/2005,,,,11/06/2005,2005-05-13,,Camden Town,E05000130,Camden Town with Primrose Hill,528701.03,183723.65,-0.14571199999999998,51.537762,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.537762, -0.145712)",31717,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000090
18178,APP\PREMISES-CONV\001129,Premises - Conversion of Licence,Dim T,"32 CHARLOTTE STREET, LONDON, W1T 2NQ",LA2003,Application Approved,No,20/09/2005,,,,02/09/2005,2005-05-08,,,E05000129,Bloomsbury,529528.74,181669.8,-0.13453900000000002,51.519115,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.519115, -0.134539)",30778,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\001129
