,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
6449,APP\PREMISES-NEW\000302,Premises - New Licence,Cafe & Grill,"19 KENTISH TOWN ROAD, LONDON, NW1 8NH",LA2003,Application Rejected,No,,,,,18/04/2006,2006-03-21,22/09/2006,Camden Town,E05000130,Camden Town with Primrose Hill,528911.39,183997.27,-0.14257999999999998,51.540172999999996,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.540173, -0.14258)",29693,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\000302
6454,APP\PREMISES-NEW\000288,Premises - New Licence,Dragon Hall,"17 DRAGON HALL STUKELEY STREET, LONDON, WC2B 5LL",LA2003,Application Approved In Full,No,29/03/2006,,,,29/03/2006,2006-01-03,,Seven Dials,E05000138,Holborn and Covent Garden,530363.58,181427.36,-0.122603,51.516745,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.516745, -0.122603)",29706,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\000288
6512,APP\PREMISES-NEW\000471,Premises - New Licence,Wall Street Journal Europe,"90A CLEVELAND STREET, LONDON, W1T 6NL",LA2003,Application Approved In Full,No,26/03/2007,,,,13/03/2007,2007-02-13,,,E05000129,Bloomsbury,529048.09,182090.97,-0.141308,51.52301,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.52301, -0.141308)",29557,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\000471
6514,APP\PREMISES-NEW\001163,Premises - New Licence,Yalla Yalla,"KINGS CROSS RAILWAY STATION EUSTON ROAD, LONDON, N1 9AP",LA2003,Application Approved In Full,No,24/05/2012,,,,23/05/2012,2012-04-25,,,E05000143,St Pancras and Somers Town,530247.52,183117.31,-0.12365,51.531959,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.531959, -0.12365)",28961,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\001163
6523,APP\PREMISES-NEW\000954,Premises - New Licence,Jebena Restaurant (formerly Cafe Milan),"302 KILBURN HIGH ROAD, LONDON, NW6 2DB",LA2003,Application Approved In Full,No,16/11/2010,,,25/11/2010,02/11/2010,2010-05-10,,,E05000140,Kilburn,524890.5,184341.9,-0.200406,51.544173,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.544173, -0.200406)",29138,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\000954
6529,APP\PREMISES-NEW\000345,Premises - New Licence,London Malay Festival,"RUSSELL SQUARE GARDENS RUSSELL SQUARE,",LA2003,Application Withdrawn,Yes,,,,,09/06/2006,2006-12-05,,,E05000129,Bloomsbury,530129.26,182030.44,-0.125756,51.522219,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.522219, -0.125756)",29657,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\000345
6533,APP\PREMISES-NEW\000134,Premises - New Licence,Souk Restaurant,"4   5 NEAL'S YARD, LONDON, WC2H 9DP",LA2003,Application Partially Approved,Yes,07/12/2005,,,07/12/2005,16/11/2005,2005-10-19,,Seven Dials,E05000138,Holborn and Covent Garden,530096.62,181164.76,-0.126545,51.514446,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.514446, -0.126545)",29845,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\000134
6534,APP\PREMISES-NEW\001370,Premises - New Licence,64 Lincoln's Inn Fields,"64 LINCOLN'S INN FIELDS, London, WC2A 3JX",LA2003,Application Approved In Full,No,10/04/2014,,,,13/03/2014,2014-02-13,,,E05000138,Holborn and Covent Garden,530636.89,181331.4,-0.118702,51.515819,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.515819, -0.118702)",28771,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\001370
6567,APP\PREMISES-NEW\000705,Premises - New Licence,New Academic Building,"LINCOLNS INN NEW HALL LINCOLN'S INN FIELDS, LONDON, WC2A 3TL",LA2003,Application Approved In Full,No,07/10/2008,,,,24/09/2008,2008-08-27,,,E05000138,Holborn and Covent Garden,530919.27,181414.88,-0.114603,51.516504,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.516504, -0.114603)",29366,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\000705
6638,APP\PREMISES-NEW\001789,Premises - New Licence,BLACK SHEEP COFFEE,"338 EUSTON ROAD, LONDON, NW1 3BG",LA2003,Application Approved In Full,No,24/04/2017,,,18/05/2017,23/04/2017,2017-03-26,,,E05000142,Regent's Park,529019.9,182268.96,-0.141649,51.524615999999995,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.524616, -0.141649)",28379,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\001789
6675,APP\PREMISES-NEW\001762,Premises - New Licence,Gari London,"5 FLASK WALK, LONDON, NW3 1HJ",LA2003,Application Approved In Full,No,14/02/2017,,,,13/02/2017,2017-01-16,,,E05000135,Hampstead Town,526411.1,185782.7,-0.177972,51.556783,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.556783, -0.177972)",28406,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\001762
